sim,q,diff
V1,1,-0.492115461872345
V2,1,-0.447856154949939
V3,1,-0.532273273858934
V4,1,-0.423773850466091
V5,1,-0.495085767508392
V6,1,-0.442036119453746
V7,1,-0.551247993453991
V8,1,-0.48742936762779
V9,1,-0.489120776797996
V10,1,-0.45916178659261
V11,1,-0.472669971169488
V12,1,-0.466885469525472
V13,1,-0.464084132334705
V14,1,-0.50384761554799
V15,1,-0.468233086789624
V16,1,-0.486132068258691
V17,1,-0.520097942188031
V18,1,-0.46295001562028
V19,1,-0.440272885716034
V20,1,-0.485234957621209
V21,1,-0.449916502373632
V22,1,-0.52430489005971
V23,1,-0.420711021545401
V24,1,-0.42950269646488
V25,1,-0.469968806368797
V26,1,-0.440621551572043
V27,1,-0.465073460725485
V28,1,-0.515946447794342
V29,1,-0.462692615425318
V30,1,-0.466133362931466
V31,1,-0.431957020051925
V32,1,-0.419984788003468
V33,1,-0.490761239598257
V34,1,-0.4478222793784
V35,1,-0.516164659726357
V36,1,-0.443794295930168
V37,1,-0.47267440179256
V38,1,-0.519339716705524
V39,1,-0.446222411419825
V40,1,-0.493443760437828
V41,1,-0.473421133342363
V42,1,-0.455043593256086
V43,1,-0.501233709538255
V44,1,-0.489444342613851
V45,1,-0.446287940952381
V46,1,-0.50621834970309
V47,1,-0.447463716011107
V48,1,-0.448188308781724
V49,1,-0.427622687854537
V50,1,-0.417284408076526
V51,1,-0.48979282127106
V52,1,-0.443300120280355
V53,1,-0.442220125014117
V54,1,-0.494751865224153
V55,1,-0.438727290928824
V56,1,-0.481209200641473
V57,1,-0.423478980429728
V58,1,-0.450245470758631
V59,1,-0.447644643912554
V60,1,-0.428593254043648
V61,1,-0.477999337518689
V62,1,-0.392434639200218
V63,1,-0.493655551812978
V64,1,-0.482394269397908
V65,1,-0.482183553434361
V66,1,-0.49941405651704
V67,1,-0.437398918855337
V68,1,-0.414582809269234
V69,1,-0.522328941380906
V70,1,-0.51027634854298
V71,1,-0.555087962853953
V72,1,-0.453151411201183
V73,1,-0.481499653152191
V74,1,-0.442956886930624
V75,1,-0.495073831519129
V76,1,-0.422422292170268
V77,1,-0.452403439781968
V78,1,-0.531365202222418
V79,1,-0.47627731586185
V80,1,-0.508333028279971
V81,1,-0.476374173786397
V82,1,-0.507531093582742
V83,1,-0.494822224909008
V84,1,-0.427505303926367
V85,1,-0.474130213733567
V86,1,-0.438169613841353
V87,1,-0.48001391597542
V88,1,-0.473955527078793
V89,1,-0.475470396994503
V90,1,-0.486037339174324
V91,1,-0.408838593514069
V92,1,-0.485758056268331
V93,1,-0.466084524045151
V94,1,-0.492434076713451
V95,1,-0.41181822640786
V96,1,-0.429682786883227
V97,1,-0.380304614219931
V98,1,-0.462979956598225
V99,1,-0.526027094955992
V100,1,-0.446378671318982
V101,1,-0.468196135073249
V102,1,-0.450127648923427
V103,1,-0.445835670734738
V104,1,-0.460914201676694
V105,1,-0.483881256405972
V106,1,-0.450672610797483
V107,1,-0.458288500653723
V108,1,-0.451402079082065
V109,1,-0.459752057141607
V110,1,-0.440616784196202
V111,1,-0.501391176309831
V112,1,-0.461478734827736
V113,1,-0.431814171320468
V114,1,-0.421050039104273
V115,1,-0.47644014371604
V116,1,-0.493372959679832
V117,1,-0.506943326591014
V118,1,-0.452138103538402
V119,1,-0.502750829752621
V120,1,-0.476335942266026
V121,1,-0.44645920979179
V122,1,-0.431607392177689
V123,1,-0.463980046112091
V124,1,-0.424144875147832
V125,1,-0.467298542258959
V126,1,-0.483603971549563
V127,1,-0.539445335126892
V128,1,-0.398514194896841
