sim,q,diff
V1,1,-0.181459656007831
V2,1,-0.242967651873968
V3,1,-0.280118607646671
V4,1,-0.292508260142455
V5,1,-0.267660903978197
V6,1,-0.27252123048109
V7,1,-0.294904359623985
V8,1,-0.295853390562996
V9,1,-0.241433660104136
V10,1,-0.299765242558394
V11,1,-0.254806335013924
V12,1,-0.299268562468725
V13,1,-0.261764851213343
V14,1,-0.163395289079574
V15,1,-0.212981345208277
V16,1,-0.27555549859018
V17,1,-0.269552791028502
V18,1,-0.234768505422423
V19,1,-0.232313240949836
V20,1,-0.338885321851208
V21,1,-0.298616650420811
V22,1,-0.248188982394453
V23,1,-0.30216495864353
V24,1,-0.29550333218333
V25,1,-0.208793074371513
V26,1,-0.241270110175932
V27,1,-0.319275350559593
V28,1,-0.325985980908698
V29,1,-0.271046714438484
V30,1,-0.251605667124068
V31,1,-0.253284451357359
V32,1,-0.276012284170605
V33,1,-0.261658423442981
V34,1,-0.243591320796057
V35,1,-0.22351589002696
V36,1,-0.282041699536606
V37,1,-0.230859769730557
V38,1,-0.217830748788529
V39,1,-0.257303936036564
V40,1,-0.220466867249669
V41,1,-0.258214355808335
V42,1,-0.258898367472767
V43,1,-0.290235028192583
V44,1,-0.2123813499677
V45,1,-0.323372142251301
V46,1,-0.237757740257607
V47,1,-0.234231967641904
V48,1,-0.273476727852824
V49,1,-0.237496487555035
V50,1,-0.337702168074387
V51,1,-0.327848608050488
V52,1,-0.229745689069617
V53,1,-0.224280217353908
V54,1,-0.256356891121712
V55,1,-0.269299568044929
V56,1,-0.270198077493205
V57,1,-0.272758538742337
V58,1,-0.250239404864416
V59,1,-0.252237161850573
V60,1,-0.307515480214846
V61,1,-0.271705907970429
V62,1,-0.260052180083378
V63,1,-0.220837912317009
V64,1,-0.23626606678809
V65,1,-0.322608926382884
V66,1,-0.279764518284949
V67,1,-0.308468295366737
V68,1,-0.273107894128415
V69,1,-0.291331486783946
V70,1,-0.244231540834349
V71,1,-0.237498367366285
V72,1,-0.28975545882102
V73,1,-0.290378435802694
V74,1,-0.198540360066076
V75,1,-0.256709966853492
V76,1,-0.219315637916139
V77,1,-0.303926055572504
V78,1,-0.339481155693036
V79,1,-0.258393553658152
V80,1,-0.24643430538265
V81,1,-0.241473438130598
V82,1,-0.344735060882627
V83,1,-0.353259155914714
V84,1,-0.224766934455701
V85,1,-0.285507690305593
V86,1,-0.36793457396108
V87,1,-0.31588502119024
V88,1,-0.290000970640605
V89,1,-0.275963962148964
V90,1,-0.306375945054427
V91,1,-0.346254654841246
V92,1,-0.247501762569257
V93,1,-0.205671410183456
V94,1,-0.27934038900986
V95,1,-0.241367887464818
V96,1,-0.344695577043936
V97,1,-0.278710315557191
V98,1,-0.29212247892589
V99,1,-0.262904339185141
V100,1,-0.209780995313352
V101,1,-0.272356604580068
V102,1,-0.264294121546897
V103,1,-0.26238748409034
V104,1,-0.260264374171229
V105,1,-0.289155340100493
V106,1,-0.223336782358459
V107,1,-0.268428000006082
V108,1,-0.319843256769644
V109,1,-0.304962279034058
V110,1,-0.203375814646236
V111,1,-0.267784894730468
V112,1,-0.296909835677894
V113,1,-0.252566048559729
V114,1,-0.21953508583745
V115,1,-0.165646959713897
V116,1,-0.253804784972274
V117,1,-0.265978436666629
V118,1,-0.286724542523132
V119,1,-0.266230663944654
V120,1,-0.288361589642506
V121,1,-0.324768217015929
V122,1,-0.212471408115576
V123,1,-0.33457883091917
V124,1,-0.273440115426141
V125,1,-0.24922593359635
V126,1,-0.268029221257351
V127,1,-0.290468416703334
V128,1,-0.268345806987384
V129,1,-0.30206134286334
V130,1,-0.244607231362394
V131,1,-0.182938735516672
V132,1,-0.228482567826021
V133,1,-0.358535810433452
V134,1,-0.214868801032367
V135,1,-0.2762448646819
V136,1,-0.267433066631057
V137,1,-0.249192741117412
V138,1,-0.241183436787864
V139,1,-0.320799187752584
V140,1,-0.26679397174442
V141,1,-0.2837490239191
V142,1,-0.290064425445209
V143,1,-0.279462250312065
V144,1,-0.221724302211896
V145,1,-0.261513233003896
V146,1,-0.296271398390971
V147,1,-0.301010102127151
V148,1,-0.195773220054448
V149,1,-0.292204008685616
V150,1,-0.29707388481377
V151,1,-0.276166291944321
V152,1,-0.339796248161946
V153,1,-0.300851790010938
V154,1,-0.285160491675825
V155,1,-0.249002786384054
V156,1,-0.225297989997273
V157,1,-0.259157035362023
V158,1,-0.350665090618264
V159,1,-0.256123772655741
V160,1,-0.224198916137624
V161,1,-0.180485873893275
V162,1,-0.314790545855885
V163,1,-0.270461020969222
V164,1,-0.220081579171492
V165,1,-0.26915815745339
V166,1,-0.32363159690567
V167,1,-0.256182677676904
V168,1,-0.304439230718003
V169,1,-0.379957670158376
V170,1,-0.259247970880878
V171,1,-0.326886107985459
V172,1,-0.270500757867836
V173,1,-0.236796368580087
V174,1,-0.323562371034171
V175,1,-0.28921878955417
V176,1,-0.258932762013444
V177,1,-0.269414632158345
V178,1,-0.21699478313775
V179,1,-0.230608108126191
V180,1,-0.254554611439502
V181,1,-0.272130065062768
V182,1,-0.290846990778363
V183,1,-0.254151460852199
V184,1,-0.215843579934116
V185,1,-0.225659862171185
V186,1,-0.21310037911374
V187,1,-0.251757577936758
V188,1,-0.237889234954423
V189,1,-0.251482635134877
V190,1,-0.200730272220966
V191,1,-0.287617269178725
V192,1,-0.289170382118414
V193,1,-0.210023308895032
V194,1,-0.262548952855227
V195,1,-0.247378274721001
V196,1,-0.202093898554324
V197,1,-0.195385782852256
V198,1,-0.29515616040058
V199,1,-0.275170606752639
V200,1,-0.218850705491008
V201,1,-0.267382324661128
V202,1,-0.225291096965833
V203,1,-0.289204971800388
V204,1,-0.252451612132688
V205,1,-0.239058784089963
V206,1,-0.302943184286846
V207,1,-0.205308987274151
V208,1,-0.206935531262857
V209,1,-0.188414405795996
V210,1,-0.303824260074407
V211,1,-0.255980909964819
V212,1,-0.27215126191733
V213,1,-0.277436831785565
V214,1,-0.236146996029973
V215,1,-0.276056723636174
V216,1,-0.353834666842161
V217,1,-0.308171088103109
V218,1,-0.228388902521218
V219,1,-0.298280578236628
V220,1,-0.273569266548662
V221,1,-0.279839987631945
V222,1,-0.318321994598335
V223,1,-0.327250020185616
V224,1,-0.322660426080219
V225,1,-0.254004115749936
