sim,q,diff
V1,1,0.331093682137734
V2,1,0.338576286671781
V3,1,0.372668869069216
V4,1,0.407923272976717
V5,1,0.355889290577508
V6,1,0.321330353040594
V7,1,0.448469326378529
V8,1,0.379705383559426
V9,1,0.331152577462987
V10,1,0.345600923329627
V11,1,0.328817317740757
V12,1,0.334823949605592
V13,1,0.357049128151743
V14,1,0.429985070925596
V15,1,0.447407646649722
V16,1,0.360423621335755
V17,1,0.397943040705954
V18,1,0.348314760292624
V19,1,0.344129903551845
V20,1,0.385159770196623
V21,1,0.379094064789413
V22,1,0.328779200272706
V23,1,0.34932983973215
V24,1,0.332632415863529
V25,1,0.321337339151526
V26,1,0.346438527551229
V27,1,0.411222947809037
V28,1,0.333192878214433
V29,1,0.410852304539958
V30,1,0.366798902155949
V31,1,0.375636317934649
V32,1,0.379200703548719
V33,1,0.347654892375672
V34,1,0.3327998199739
V35,1,0.314283668080392
V36,1,0.39885687827109
V37,1,0.466865923587548
V38,1,0.319584438989452
V39,1,0.380733838971864
V40,1,0.374461760361768
V41,1,0.313498076605356
V42,1,0.388120810933032
V43,1,0.378364183643981
V44,1,0.354148723085387
V45,1,0.363988045301056
V46,1,0.380475110628495
V47,1,0.40364482792468
V48,1,0.350145598394491
V49,1,0.350640518366646
V50,1,0.340991161154605
V51,1,0.362165613736522
V52,1,0.394920098560547
V53,1,0.33755307116725
V54,1,0.365892785970615
V55,1,0.318874222702604
V56,1,0.272816255006163
V57,1,0.407062935169961
V58,1,0.361117478170428
V59,1,0.330301730410213
V60,1,0.387195688601565
V61,1,0.384677649790618
V62,1,0.35169012764473
V63,1,0.388824331819905
V64,1,0.398919575017828
V65,1,0.359969933198997
V66,1,0.348275964288959
V67,1,0.388786332711504
V68,1,0.365873988978848
V69,1,0.435738945569867
V70,1,0.346717472885246
V71,1,0.335599593389773
V72,1,0.36197232959276
V73,1,0.32634135422667
V74,1,0.3743939458722
V75,1,0.380480520355547
V76,1,0.362875211016799
V77,1,0.354066036641754
V78,1,0.318056981500675
V79,1,0.332472404040033
V80,1,0.377423601586784
V81,1,0.347784457823678
V82,1,0.362387590537807
V83,1,0.321034169879084
V84,1,0.392518212801974
V85,1,0.367135361433498
V86,1,0.323484145143524
V87,1,0.35236990587056
V88,1,0.399893046193981
V89,1,0.407254895768446
V90,1,0.319081818386849
V91,1,0.326675507371547
V92,1,0.329210087469775
V93,1,0.387478590756146
V94,1,0.35306330366997
V95,1,0.330093575162394
V96,1,0.369763781404416
V97,1,0.348462596226355
V98,1,0.298940132451193
V99,1,0.379848114558357
V100,1,0.332119761806453
V101,1,0.349415566304046
V102,1,0.32933248549395
V103,1,0.353161194892223
V104,1,0.356744747280089
V105,1,0.36441617408444
V106,1,0.319828659646191
V107,1,0.388785209494671
V108,1,0.292960558039113
V109,1,0.373857762321194
V110,1,0.425650547562924
V111,1,0.402759806947032
V112,1,0.315911014424543
V113,1,0.290362623508031
V114,1,0.331918113996068
V115,1,0.398104503840329
V116,1,0.342204873512998
V117,1,0.33169458786945
V118,1,0.361385015851099
V119,1,0.418896018066363
V120,1,0.351831018002798
V121,1,0.420627579100071
V122,1,0.397162981833816
V123,1,0.444435325819555
V124,1,0.331952000551894
V125,1,0.356636607214725
V126,1,0.380653300323942
V127,1,0.337777347269395
V128,1,0.34081816660516
V129,1,0.388032275339612
V130,1,0.394934968565423
V131,1,0.353847623735106
V132,1,0.355469372874154
V133,1,0.325390621428113
V134,1,0.386044722455608
V135,1,0.391616882766456
V136,1,0.358847758984481
V137,1,0.391931374297329
V138,1,0.344099191448933
V139,1,0.342213560911773
V140,1,0.379623335796182
V141,1,0.252036049979807
V142,1,0.35238195597843
V143,1,0.341658959060794
V144,1,0.462821814653708
V145,1,0.355038352717159
V146,1,0.323975897309737
V147,1,0.375036512370897
V148,1,0.327979932018366
V149,1,0.341028341271084
V150,1,0.319818541179302
V151,1,0.398655009475405
V152,1,0.377478181563546
V153,1,0.382733010037782
V154,1,0.371093399056278
V155,1,0.347036932712456
V156,1,0.404585387300926
V157,1,0.408365495602112
V158,1,0.388002681258726
V159,1,0.412935501621973
V160,1,0.354498152026395
V161,1,0.357336657563778
V162,1,0.364089015265478
V163,1,0.368319096015966
V164,1,0.384015401705966
V165,1,0.357346611588397
V166,1,0.341772691891592
V167,1,0.357035935508151
V168,1,0.361689459439248
V169,1,0.425902554030571
V170,1,0.398605509661451
V171,1,0.432864911504424
V172,1,0.418592974190901
V173,1,0.364703192121809
V174,1,0.350329408851351
V175,1,0.352953956781747
V176,1,0.330929730687316
V177,1,0.328118266348298
V178,1,0.380350664331502
V179,1,0.334366429991633
V180,1,0.424701111706597
V181,1,0.407922056180965
V182,1,0.335231908304607
V183,1,0.381481868063872
V184,1,0.261559000725853
V185,1,0.279167792884167
V186,1,0.348939457156675
V187,1,0.377049602750972
V188,1,0.334607649104171
V189,1,0.377810927657293
V190,1,0.325112741649122
V191,1,0.392934037357193
V192,1,0.3109840295201
V193,1,0.395982020988356
V194,1,0.332213435012278
V195,1,0.321893216077712
V196,1,0.346532491131569
V197,1,0.389878769311537
V198,1,0.3670204832964
V199,1,0.360885136164939
V200,1,0.445914516316648
V201,1,0.335016376633035
V202,1,0.397471775356252
V203,1,0.364313105369376
V204,1,0.392420346672452
V205,1,0.367007245039744
V206,1,0.344861802648751
V207,1,0.332276287329449
V208,1,0.323424648738936
V209,1,0.317943304044121
V210,1,0.353967008487501
V211,1,0.308196426803846
V212,1,0.425791421677943
V213,1,0.343478497605304
V214,1,0.341359908137875
V215,1,0.332109413890919
V216,1,0.392085547661935
V217,1,0.318434767789057
V218,1,0.408271531931504
V219,1,0.308893991645704
V220,1,0.374238544141605
V221,1,0.414096807321812
V222,1,0.332134934241978
V223,1,0.328864625814546
V224,1,0.326531656298954
V225,1,0.442152544925719
V226,1,0.354256085040021
V227,1,0.364212383398154
V228,1,0.391018736550976
