sim,q,diff
V1,1,-0.0466019402984017
V2,1,-0.0652320627760474
V3,1,0.0738064813290151
V4,1,0.0385155875476073
V5,1,0.00693595838710337
V6,1,0.0459908626894077
V7,1,0.0669252864607017
V8,1,0.00202016200150013
V9,1,-0.0299111009800868
V10,1,0.0491669890710966
V11,1,0.0199930306574174
V12,1,0.0743185768159975
V13,1,0.0600068053196878
V14,1,0.0675593781864166
V15,1,-0.0755311923440871
V16,1,0.0106122407724456
V17,1,0.0182120674751332
V18,1,0.013158250269214
V19,1,0.016675099152252
V20,1,0.0824006515592402
V21,1,-0.0149871668248949
V22,1,0.0602163104969549
V23,1,0.0621715997645111
V24,1,0.0448724383289942
V25,1,0.0589843217824893
V26,1,-0.0524279974940072
V27,1,0.0652747876555821
V28,1,-0.0232080326590278
V29,1,0.0225085687042395
V30,1,0.0274918727283193
V31,1,-0.0108347564337521
V32,1,0.00417922649558022
V33,1,0.0205025935167669
V34,1,0.0224926165585373
V35,1,-0.0350771694784271
V36,1,0.075381988341249
V37,1,0.00418025966362734
V38,1,-0.00245711002678206
V39,1,0.00248470232146758
V40,1,0.0603866930584047
V41,1,0.0429381460422036
V42,1,-0.00687767287732299
V43,1,0.0676440083985881
V44,1,-0.0167386974738974
V45,1,0.0788753333357022
V46,1,0.0866941722127024
V47,1,0.00341639619307443
V48,1,-0.129027910612734
V49,1,0.035272830663942
V50,1,0.0742281985693154
V51,1,0.0695535734959236
V52,1,0.0993827350173859
V53,1,0.0104248771661872
V54,1,-0.0202818103372522
V55,1,0.114769820731283
V56,1,0.0575574204829366
V57,1,-0.0211010866399022
V58,1,-0.0526447133383954
V59,1,-0.0136865849842849
V60,1,0.0623261201084517
V61,1,0.0946194956265884
V62,1,0.039260733437672
V63,1,-0.0195761880804639
V64,1,-0.0189478371719076
V65,1,0.0862436162032765
V66,1,0.000622204607736876
V67,1,0.0143824517947877
V68,1,0.0165797969791299
V69,1,0.0292658877557273
V70,1,-0.000608992342037595
V71,1,0.0685788637309202
V72,1,-0.0107560842064629
V73,1,-0.0179005460244355
V74,1,-0.0626434009517567
V75,1,0.064000797064935
V76,1,0.0560872020972738
V77,1,0.00550547689256575
V78,1,-0.0541859108257796
V79,1,-0.0108458821091375
V80,1,-0.0487188693352891
V81,1,-0.0336034365368931
V82,1,-0.0222745818553278
V83,1,-0.00365389083574996
V84,1,0.00988826229799145
V85,1,0.0548723842113219
V86,1,0.0328775678448778
V87,1,-0.0215058155913255
V88,1,0.0619826889621606
V89,1,0.0264709016149993
V90,1,-0.0630327143646667
V91,1,0.0306169519549115
V92,1,0.146334760817055
V93,1,-0.0204457453393871
V94,1,0.0341854562959156
V95,1,-0.0125562185886139
V96,1,0.000130220998286745
V97,1,0.0568577469444875
V98,1,0.120484417061888
V99,1,0.0372657365858373
V100,1,0.107911533558664
V101,1,0.0758997534640145
V102,1,0.0680537203092371
V103,1,0.0438960158673325
V104,1,0.0180083847805292
V105,1,0.00368750458575562
V106,1,0.0805674616478598
V107,1,-0.0111057406029573
V108,1,0.0062601212200093
V109,1,0.0551084959652428
V110,1,0.0399547787148862
V111,1,0.0531986494303567
V112,1,-0.0231897443788682
V113,1,0.0670148057653677
V114,1,0.105404739445959
V115,1,0.13069856212546
V116,1,0.140911332524865
V117,1,-0.00953767365106728
V118,1,0.00487635427327859
V119,1,0.125685986918754
V120,1,-0.00219706671420283
V121,1,-0.0247134642410884
V122,1,-0.0484388324121028
V123,1,0.0271659305066549
V124,1,-0.0357196071760768
V125,1,-0.00217046233970564
V126,1,0.00190690297628748
V127,1,-0.103389844236162
V128,1,-0.0668861464959605
V129,1,0.0980466912274522
V130,1,0.02601357422364
V131,1,0.017677670319685
V132,1,-0.0105284847487184
V133,1,0.125289701908955
V134,1,0.0258305280034818
V135,1,0.0608467735430764
V136,1,0.0828121073416241
V137,1,-0.0921180706025666
V138,1,0.0632652338044863
V139,1,0.0493619487500325
V140,1,-5.11443636952436e-05
V141,1,0.0360875153614586
V142,1,-0.048519581646957
V143,1,-0.0228913400896715
V144,1,-0.0206215079807919
V145,1,0.0209060849578151
V146,1,-0.0448110190070565
V147,1,-0.0450935642828654
V148,1,-0.0213077616153328
V149,1,-0.0207923694782011
V150,1,-0.108773830872224
V151,1,-0.0175932143721127
V152,1,0.134137105289042
V153,1,0.0398186199401209
V154,1,0.0132151630489687
V155,1,0.0843762282646452
V156,1,0.0739014121079293
V157,1,0.000705883780554473
V158,1,-0.00237635524857183
V159,1,0.0854007443992089
V160,1,-0.0233265231513684
V161,1,0.026597052365446
V162,1,-0.0374371967597398
V163,1,0.0648637815640285
V164,1,0.0654621319708468
V165,1,-0.0371792241757021
V166,1,0.0416712773531884
V167,1,-0.00275412437551381
V168,1,0.00622106366600406
V169,1,0.0372202330000562
V170,1,0.0869355267628862
V171,1,0.0186428826240785
V172,1,0.0176152005970067
V173,1,0.016190904182892
V174,1,0.0737935305923116
V175,1,0.00218713673126558
V176,1,-0.0105880892967036
V177,1,-0.0248462722084639
V178,1,0.0349681431639937
V179,1,-0.0242398597672633
V180,1,-0.0368117645444102
V181,1,-0.0637890806338106
V182,1,0.0216135015703856
V183,1,0.0918129602770819
V184,1,0.0355471348234744
V185,1,0.0731422123933641
V186,1,0.0878902407869475
V187,1,0.0899887159125399
V188,1,0.0908149984101669
V189,1,-0.0284411532070834
V190,1,0.00654014925426338
V191,1,0.022180075786892
V192,1,0.0278700424934755
V193,1,-0.0383368262642989
V194,1,0.0621761094050726
V195,1,0.0203226397205611
V196,1,0.0551795152103125
V197,1,-0.0324596599211304
V198,1,0.0487256073010087
V199,1,0.0197409745888848
V200,1,0.0597426666314362
V201,1,0.0719789217211115
V202,1,-0.0223422990597015
V203,1,0.101666107359051
V204,1,-0.00879105605733344
V205,1,0.00328711010048721
V206,1,0.0744593027144589
V207,1,-0.056057003236532
V208,1,-0.0339742800842231
V209,1,-0.0621019599704624
V210,1,0.0465274854289959
V211,1,0.00997465307035839
V212,1,0.0705234902473677
V213,1,0.0260187496348863
V214,1,0.0677425042445918
V215,1,-0.0524258709711916
V216,1,-0.128768656273124
V217,1,0.149436611417499
V218,1,-0.0164446728331598
V219,1,0.0104134739448227
V220,1,-0.00110203674596221
V221,1,0.132174450068774
V222,1,0.0419275003040411
V223,1,0.0423912215267279
V224,1,0.0233573357567281
V225,1,0.125349585076577
V226,1,0.017484151822643
V227,1,0.0219943206849109
V228,1,-0.0352711351355168
V229,1,0.0812351857848483
V230,1,0.0789473699208116
V231,1,0.152314360324638
V232,1,-0.0903998967088455
V233,1,0.0369400425391149
V234,1,0.040295048691732
V235,1,0.0429621182721576
V236,1,-0.0657723353699993
V237,1,-0.0373038708361264
V238,1,-0.00415190389946929
V239,1,0.0570277250762246
