iteration,replicate,time,id,age,generation,county,average_income,income_mobility,gini
3,2,11.49327246067675,3000,0.0,1,9033,0.0,0.0,0.0
3,2,11.559241679898495,3001,0.0,1,9047,0.0,0.0,0.0
3,2,13.965636521511573,3002,0.0,1,9046,0.0,0.0,0.0
3,2,15.604810530821089,3003,0.0,1,9046,0.0,0.0,0.0
3,2,15.640783846491189,3004,0.0,1,9053,0.0,0.0,0.0
3,2,15.651461249216135,3005,0.0,1,9037,0.0,0.0,0.0
3,2,15.673144163749217,3006,0.0,1,9047,0.0,0.0,0.0
3,2,15.683668325878976,3007,0.0,1,9025,0.0,0.0,0.0
3,2,15.721965400866504,3008,0.0,1,9031,0.0,0.0,0.0
3,2,15.728385985629819,3009,0.0,1,9051,0.0,0.0,0.0
3,2,15.730998695286459,3010,0.0,1,9028,0.0,0.0,0.0
3,2,15.811196834511021,3011,0.0,1,9034,0.0,0.0,0.0
3,2,15.814278245242892,3012,0.0,1,9034,0.0,0.0,0.0
3,2,15.873633413383793,3013,0.0,1,9043,0.0,0.0,0.0
3,2,15.882020230099872,3014,0.0,1,9049,0.0,0.0,0.0
3,2,15.885982944387155,3015,0.0,1,9026,0.0,0.0,0.0
3,2,15.978955920730716,3016,0.0,1,9042,0.0,0.0,0.0
3,2,15.997041284594253,3017,0.0,1,9044,0.0,0.0,0.0
3,2,16.00883641606612,3018,0.0,1,9043,0.0,0.0,0.0
3,2,16.035943420308712,3019,0.0,1,9039,0.0,0.0,0.0
3,2,16.043310635563227,3020,0.0,1,9035,0.0,0.0,0.0
3,2,16.045191807258618,3021,0.0,1,9052,0.0,0.0,0.0
3,2,16.104371975563645,3022,0.0,1,9044,0.0,0.0,0.0
3,2,16.18385018394451,3023,0.0,1,9036,0.0,0.0,0.0
3,2,16.2452665742078,3024,0.0,1,9045,0.0,0.0,0.0
3,2,16.28945426564455,3025,0.0,1,9041,0.0,0.0,0.0
3,2,16.299687710307047,3026,0.0,1,9037,0.0,0.0,0.0
3,2,16.30039237976289,3027,0.0,1,9052,0.0,0.0,0.0
3,2,16.361776812687953,3028,0.0,1,9049,0.0,0.0,0.0
3,2,16.424172182701827,3030,0.0,1,9046,0.0,0.0,0.0
3,2,16.453048658439524,3031,0.0,1,9040,0.0,0.0,0.0
3,2,16.45467169338201,3033,0.0,1,9049,0.0,0.0,0.0
3,2,16.520069881410627,3035,0.0,1,9052,0.0,0.0,0.0
3,2,16.54532868463569,3037,0.0,1,9031,0.0,0.0,0.0
3,2,16.552354040110792,3039,0.0,1,9048,0.0,0.0,0.0
3,2,16.555664455743614,3041,0.0,1,9041,0.0,0.0,0.0
3,2,16.56918119530774,3043,0.0,1,9033,0.0,0.0,0.0
3,2,16.579526536324302,3045,0.0,1,9035,0.0,0.0,0.0
3,2,16.605198822928564,3047,0.0,1,9027,0.0,0.0,0.0
3,2,16.646687900652164,3049,0.0,1,9027,0.0,0.0,0.0
3,2,16.64705512041034,3051,0.0,1,9032,0.0,0.0,0.0
3,2,16.681387880221827,3052,0.0,1,9044,0.0,0.0,0.0
3,2,16.6822229586366,3054,0.0,1,9035,0.0,0.0,0.0
3,2,16.702897604485635,3056,0.0,1,9042,0.0,0.0,0.0
3,2,16.70877216610423,3058,0.0,1,9040,0.0,0.0,0.0
3,2,16.756607621411497,3059,0.0,1,9041,0.0,0.0,0.0
3,2,16.85188358455736,3061,0.0,1,9040,0.0,0.0,0.0
3,2,17.03261539759069,3063,0.0,1,9031,0.0,0.0,0.0
3,2,17.04638685269505,3065,0.0,1,9041,0.0,0.0,0.0
3,2,17.047134817573497,3067,0.0,1,9030,0.0,0.0,0.0
3,2,17.123956451862295,3069,0.0,1,9026,0.0,0.0,0.0
3,2,17.1549081272826,3071,0.0,1,9030,0.0,0.0,0.0
3,2,17.18420301959153,3073,0.0,1,9037,0.0,0.0,0.0
3,2,17.19192287421545,3075,0.0,1,9045,0.0,0.0,0.0
3,2,17.210225054449566,3076,0.0,1,9026,0.0,0.0,0.0
3,2,17.212243637639972,3078,0.0,1,9028,0.0,0.0,0.0
3,2,17.235563204856387,3080,0.0,1,9026,0.0,0.0,0.0
3,2,17.28473448534468,3082,0.0,1,9033,0.0,0.0,0.0
3,2,17.306553474858873,3084,0.0,1,9039,0.0,0.0,0.0
3,2,17.37482599032205,3086,0.0,1,9034,0.0,0.0,0.0
3,2,17.408280301097072,3088,0.0,1,9053,0.0,0.0,0.0
3,2,17.421530480444915,3090,0.0,1,9033,0.0,0.0,0.0
3,2,17.435637246082113,3092,0.0,1,9035,0.0,0.0,0.0
3,2,17.43808114744119,3094,0.0,1,9043,0.0,0.0,0.0
3,2,17.439531019793264,3096,0.0,1,9036,0.0,0.0,0.0
3,2,17.479710027874585,3098,0.0,1,9044,0.0,0.0,0.0
3,2,17.48525673660287,3100,0.0,1,9047,0.0,0.0,0.0
3,2,17.49233135650206,3102,0.0,1,9040,0.0,0.0,0.0
3,2,17.504681490352986,3104,0.0,1,9052,0.0,0.0,0.0
3,2,17.51163169282292,3106,0.0,1,9049,0.0,0.0,0.0
3,2,17.518043083302477,3108,0.0,1,9038,0.0,0.0,0.0
3,2,17.65594788979453,3110,0.0,1,9047,0.0,0.0,0.0
3,2,17.66297014815702,3112,0.0,1,9024,0.0,0.0,0.0
3,2,17.673277455734446,3114,0.0,1,9030,0.0,0.0,0.0
3,2,17.684449487718634,3116,0.0,1,9041,0.0,0.0,0.0
3,2,17.688603157016594,3118,0.0,1,9031,0.0,0.0,0.0
3,2,17.692753829394682,3120,0.0,1,9041,0.0,0.0,0.0
3,2,17.712120696656754,3122,0.0,1,9024,0.0,0.0,0.0
3,2,17.75545053639439,3124,0.0,1,9050,0.0,0.0,0.0
3,2,17.761765358709827,3126,0.0,1,9048,0.0,0.0,0.0
