iteration,replicate,parent_id,parent_generation,parent_age,kid_id,kid_generation,kid_age,kid_alive,time,parent_type,kid_type,parent_income,kid_income,parent_income_exposure,kid_income_exposure
0,0,0.0,0.0,0.0,1151,0,18.0,true,18.0,2,2,44078.82194775182,28461.309675032713,0.0,0.0
0,0,0.0,0.0,0.0,1491,0,18.0,true,18.0,1,1,17861.896854457576,3936.1129588300582,0.0,0.0
0,0,0.0,0.0,0.0,172,0,18.0,true,18.0,1,1,3554.3718444687734,13401.090267936765,0.0,0.0
0,0,0.0,0.0,0.0,1021,0,18.0,true,18.0,3,3,96842.49564697903,94217.84042587008,0.0,0.0
0,0,0.0,0.0,0.0,925,0,18.0,true,18.0,3,3,109644.86357216901,100566.67193992603,0.0,0.0
0,0,0.0,0.0,0.0,2758,0,18.0,true,18.0,2,2,43723.73987393599,40331.04795720402,0.0,0.0
0,0,0.0,0.0,0.0,277,0,18.0,true,18.0,2,2,42374.46370122647,38524.37276039616,0.0,0.0
0,0,0.0,0.0,0.0,1530,0,18.0,true,18.0,1,1,11834.039513412588,14817.064636245243,0.0,0.0
0,0,0.0,0.0,0.0,2094,0,18.0,true,18.0,1,1,19151.094163501155,18991.96082015611,0.0,0.0
0,0,0.0,0.0,0.0,2319,0,18.0,true,18.0,1,1,13203.562457209495,13747.950999236682,0.0,0.0
0,0,0.0,0.0,0.0,2794,0,18.0,true,18.0,1,1,7911.972073946978,11408.81082034278,0.0,0.0
0,0,0.0,0.0,0.0,1318,0,18.0,true,18.0,1,1,6779.853855453574,10816.624537256972,0.0,0.0
0,0,0.0,0.0,0.0,197,0,18.0,true,18.0,2,2,35823.88766107773,33437.28020311155,0.0,0.0
0,0,0.0,0.0,0.0,846,0,18.0,true,18.0,1,1,19388.008699583042,1843.234263301805,0.0,0.0
0,0,0.0,0.0,0.0,1788,0,18.0,true,18.0,1,1,8487.717656308707,10288.081338587446,0.0,0.0
0,0,0.0,0.0,0.0,994,0,18.0,true,18.0,1,1,7681.86972404231,4150.419878323304,0.0,0.0
0,0,0.0,0.0,0.0,2129,0,18.0,true,18.0,3,3,103890.62459237534,98858.17490572605,0.0,0.0
0,0,0.0,0.0,0.0,498,0,18.0,true,18.0,1,1,14920.934477214092,3525.734664546196,0.0,0.0
0,0,0.0,0.0,0.0,419,0,18.0,true,18.0,1,1,11673.86453472532,19138.739931028245,0.0,0.0
0,0,0.0,0.0,0.0,1411,0,18.0,true,18.0,3,3,90603.6326359136,99573.24196155355,0.0,0.0
0,0,0.0,0.0,0.0,466,0,18.0,true,18.0,1,1,6785.334171319619,1681.9483348047681,0.0,0.0
0,0,0.0,0.0,0.0,504,0,18.0,true,18.0,3,3,99594.4760975781,98358.8991050212,0.0,0.0
0,0,0.0,0.0,0.0,778,0,18.0,true,18.0,3,3,101341.23463154648,99373.05301019309,0.0,0.0
0,0,0.0,0.0,0.0,1470,0,18.0,true,18.0,1,1,15837.623908546451,16597.191675857208,0.0,0.0
0,0,0.0,0.0,0.0,285,0,18.0,true,18.0,1,1,14291.239408023801,1648.6030114497119,0.0,0.0
0,0,0.0,0.0,0.0,2485,0,18.0,true,18.0,3,3,97100.75357605712,105424.50390750007,0.0,0.0
0,0,0.0,0.0,0.0,1665,0,18.0,true,18.0,2,2,38355.33151504984,29183.195900100625,0.0,0.0
0,0,0.0,0.0,0.0,1238,0,18.0,true,18.0,2,2,25845.795364237187,39280.7867968466,0.0,0.0
0,0,0.0,0.0,0.0,2264,0,18.0,true,18.0,2,2,33537.40656912163,26989.24429744739,0.0,0.0
0,0,0.0,0.0,0.0,329,0,18.0,true,18.0,1,1,5976.271391445058,14110.347950509557,0.0,0.0
0,0,0.0,0.0,0.0,659,0,18.0,true,18.0,2,2,39461.418675495246,27094.621547597504,0.0,0.0
0,0,0.0,0.0,0.0,862,0,18.0,true,18.0,3,3,102887.54194012505,101356.93698071287,0.0,0.0
0,0,0.0,0.0,0.0,663,0,18.0,true,18.0,2,2,28002.786157962586,38275.25955456132,0.0,0.0
0,0,0.0,0.0,0.0,944,0,18.0,true,18.0,1,1,3528.3385385903653,10362.003246751321,0.0,0.0
0,0,0.0,0.0,0.0,2591,0,18.0,true,18.0,2,2,36417.71086564586,35590.57506288869,0.0,0.0
0,0,0.0,0.0,0.0,2360,0,18.0,true,18.0,3,3,92515.89259375479,97075.60024350739,0.0,0.0
0,0,0.0,0.0,0.0,918,0,18.0,true,18.0,1,1,396.27622092450076,12266.59675159254,0.0,0.0
0,0,0.0,0.0,0.0,3,0,18.0,true,18.0,2,2,42133.0881203196,27991.069708078478,0.0,0.0
0,0,0.0,0.0,0.0,472,0,18.0,true,18.0,3,3,103981.50983530776,98533.81556305377,0.0,0.0
0,0,0.0,0.0,0.0,2061,0,18.0,true,18.0,2,2,36366.88774560416,43946.064690005034,0.0,0.0
0,0,0.0,0.0,0.0,2948,0,18.0,true,18.0,3,3,107420.35958025805,101308.99468096496,0.0,0.0
0,0,0.0,0.0,0.0,2927,0,18.0,true,18.0,2,2,36936.55896727054,31132.66195227225,0.0,0.0
0,0,0.0,0.0,0.0,2875,0,18.0,true,18.0,3,3,109649.51736030725,102733.54083829635,0.0,0.0
0,0,0.0,0.0,0.0,2731,0,18.0,true,18.0,1,1,2053.813072648265,14550.420782515488,0.0,0.0
0,0,0.0,0.0,0.0,2494,0,18.0,true,18.0,1,1,2676.1711752522956,5923.805872147441,0.0,0.0
0,0,0.0,0.0,0.0,1419,0,18.0,true,18.0,2,2,33186.23559269902,31801.345413624123,0.0,0.0
0,0,0.0,0.0,0.0,1994,0,18.0,true,18.0,3,3,107297.23954665576,97108.0139793991,0.0,0.0
0,0,0.0,0.0,0.0,1988,0,18.0,true,18.0,2,2,27293.480139334253,40200.631087831476,0.0,0.0
0,0,0.0,0.0,0.0,1986,0,18.0,true,18.0,2,2,31296.050194666685,32258.62193622251,0.0,0.0
0,0,0.0,0.0,0.0,737,0,18.0,true,18.0,2,2,43182.679460128544,43619.834543283156,0.0,0.0
0,0,0.0,0.0,0.0,1902,0,18.0,true,18.0,1,1,9078.843386152565,8432.49076380103,0.0,0.0
0,0,0.0,0.0,0.0,1779,0,18.0,true,18.0,3,3,102585.26024162235,107563.39178604423,0.0,0.0
0,0,0.0,0.0,0.0,199,0,18.0,true,18.0,1,1,11665.751646217379,18836.09093225195,0.0,0.0
0,0,0.0,0.0,0.0,1172,0,18.0,true,18.0,3,3,100002.28156600412,91088.03865917145,0.0,0.0
0,0,0.0,0.0,0.0,602,0,18.0,true,18.0,3,3,103883.65226567727,93707.77506335097,0.0,0.0
0,0,0.0,0.0,0.0,2733,0,18.0,true,18.0,3,3,92027.27347102437,94657.21801457541,0.0,0.0
0,0,0.0,0.0,0.0,2274,0,18.0,true,18.0,1,1,19704.17490609727,10639.50902273091,0.0,0.0
0,0,0.0,0.0,0.0,1477,0,18.0,true,18.0,1,1,10346.259221187003,9129.579588760585,0.0,0.0
0,0,0.0,0.0,0.0,9,0,18.0,true,18.0,1,1,2590.782139113794,5101.045526261283,0.0,0.0
0,0,0.0,0.0,0.0,1068,0,18.0,true,18.0,3,3,103608.1102534997,106491.9371232295,0.0,0.0
0,0,0.0,0.0,0.0,986,0,18.0,true,18.0,1,1,2315.2581792113747,16062.906917485228,0.0,0.0
0,0,0.0,0.0,0.0,1007,0,18.0,true,18.0,2,2,37097.1397600831,29759.446590253476,0.0,0.0
0,0,0.0,0.0,0.0,2674,0,18.0,true,18.0,2,2,26875.130625399557,27195.81882494623,0.0,0.0
0,0,0.0,0.0,0.0,2583,0,18.0,true,18.0,1,1,15017.143202733607,4865.804645622001,0.0,0.0
0,0,0.0,0.0,0.0,847,0,18.0,true,18.0,3,3,104489.59246838631,96474.7533882565,0.0,0.0
0,0,0.0,0.0,0.0,1973,0,18.0,true,18.0,3,3,90172.15578567628,92413.7190004468,0.0,0.0
0,0,0.0,0.0,0.0,1169,0,18.0,true,18.0,2,2,35535.507786075425,33464.01700287823,0.0,0.0
0,0,0.0,0.0,0.0,1840,0,18.0,true,18.0,1,1,16715.525083009383,18759.32538390196,0.0,0.0
0,0,0.0,0.0,0.0,919,0,18.0,true,18.0,3,3,90593.70017979239,101716.60517694762,0.0,0.0
0,0,0.0,0.0,0.0,2073,0,18.0,true,18.0,3,3,98630.05856270654,98327.61055974924,0.0,0.0
0,0,0.0,0.0,0.0,2077,0,18.0,true,18.0,2,2,27282.875583975772,34388.10663711403,0.0,0.0
0,0,0.0,0.0,0.0,1229,0,18.0,true,18.0,2,2,31104.908419077274,41940.123533948834,0.0,0.0
0,0,0.0,0.0,0.0,1213,0,18.0,true,18.0,2,2,40195.16531369067,28340.270844606326,0.0,0.0
0,0,0.0,0.0,0.0,677,0,18.0,true,18.0,1,1,5691.94501842571,8081.251976566421,0.0,0.0
0,0,0.0,0.0,0.0,1686,0,18.0,true,18.0,3,3,96979.96453403113,95544.09476894898,0.0,0.0
0,0,0.0,0.0,0.0,2480,0,18.0,true,18.0,1,1,6547.15846734238,1623.5288304853057,0.0,0.0
0,0,0.0,0.0,0.0,459,0,18.0,true,18.0,3,3,92955.49149438432,91229.81222957463,0.0,0.0
0,0,0.0,0.0,0.0,993,0,18.0,true,18.0,2,2,43377.474728577225,44859.52809739911,0.0,0.0
0,0,0.0,0.0,0.0,1945,0,18.0,true,18.0,3,3,94149.4267476848,102837.49065151694,0.0,0.0
0,0,0.0,0.0,0.0,136,0,18.0,true,18.0,2,2,31423.08837127276,36006.34001632891,0.0,0.0
0,0,0.0,0.0,0.0,1137,0,18.0,true,18.0,1,1,2675.538694638022,19709.521934030116,0.0,0.0
0,0,0.0,0.0,0.0,2157,0,18.0,true,18.0,3,3,106810.02559502164,91216.93665001556,0.0,0.0
0,0,0.0,0.0,0.0,1266,0,18.0,true,18.0,1,1,12702.037308278317,14564.55791833575,0.0,0.0
0,0,0.0,0.0,0.0,1958,0,18.0,true,18.0,3,3,96636.45859312746,90348.5092367546,0.0,0.0
0,0,0.0,0.0,0.0,2568,0,18.0,true,18.0,2,2,34291.10000954677,43501.62729335122,0.0,0.0
0,0,0.0,0.0,0.0,458,0,18.0,true,18.0,1,1,191.50312786984534,11908.696042382477,0.0,0.0
0,0,0.0,0.0,0.0,2744,0,18.0,true,18.0,2,2,30714.4130704047,35444.71932453906,0.0,0.0
0,0,0.0,0.0,0.0,1888,0,18.0,true,18.0,2,2,29001.30254404718,34594.9640379962,0.0,0.0
0,0,0.0,0.0,0.0,2956,0,18.0,true,18.0,2,2,40112.14351682732,41819.473323802056,0.0,0.0
0,0,0.0,0.0,0.0,2627,0,18.0,true,18.0,3,3,100567.38702195667,108987.66990836264,0.0,0.0
0,0,0.0,0.0,0.0,1041,0,18.0,true,18.0,3,3,94070.09646532482,94651.32539679237,0.0,0.0
0,0,0.0,0.0,0.0,138,0,18.0,true,18.0,3,3,99288.88714042405,90781.04905381937,0.0,0.0
0,0,0.0,0.0,0.0,2124,0,18.0,true,18.0,3,3,90402.4312739277,93542.87991169668,0.0,0.0
0,0,0.0,0.0,0.0,2986,0,18.0,true,18.0,3,3,108950.55161445352,108522.16916950725,0.0,0.0
0,0,0.0,0.0,0.0,528,0,18.0,true,18.0,2,2,32815.26348796287,43322.585424857636,0.0,0.0
0,0,0.0,0.0,0.0,228,0,18.0,true,18.0,1,1,5512.0378568413635,15899.337896687244,0.0,0.0
0,0,0.0,0.0,0.0,2275,0,18.0,true,18.0,2,2,42445.21162342251,31699.89355227384,0.0,0.0
0,0,0.0,0.0,0.0,303,0,18.0,true,18.0,2,2,34483.99638086825,33154.58948719932,0.0,0.0
0,0,0.0,0.0,0.0,956,0,18.0,true,18.0,1,1,17008.096885001996,2919.0970093274004,0.0,0.0
0,0,0.0,0.0,0.0,527,0,18.0,true,18.0,2,2,28165.422454909058,31341.187632157213,0.0,0.0
0,0,0.0,0.0,0.0,1264,0,18.0,true,18.0,1,1,8783.565497840409,3874.961391261842,0.0,0.0
0,0,0.0,0.0,0.0,2556,0,18.0,true,18.0,2,2,26826.61316976764,27366.23803935299,0.0,0.0
0,0,0.0,0.0,0.0,1522,0,18.0,true,18.0,2,2,32527.429521927068,33859.064532562275,0.0,0.0
0,0,0.0,0.0,0.0,2907,0,18.0,true,18.0,2,2,41187.04796890057,42091.90821454811,0.0,0.0
0,0,0.0,0.0,0.0,186,0,18.0,true,18.0,3,3,92313.14887926464,103375.05111614408,0.0,0.0
0,0,0.0,0.0,0.0,2952,0,18.0,true,18.0,3,3,93880.60594222312,99266.51519380322,0.0,0.0
0,0,0.0,0.0,0.0,760,0,18.0,true,18.0,3,3,95258.92785796672,91911.74942935198,0.0,0.0
0,0,0.0,0.0,0.0,2288,0,18.0,true,18.0,3,3,97144.55576203176,107792.37830656364,0.0,0.0
0,0,0.0,0.0,0.0,669,0,18.0,true,18.0,3,3,97541.84585088654,108830.28033304111,0.0,0.0
0,0,0.0,0.0,0.0,440,0,18.0,true,18.0,2,2,33156.379359680584,39988.29314565593,0.0,0.0
0,0,0.0,0.0,0.0,1382,0,18.0,true,18.0,1,1,13333.9919988366,6882.5438556151485,0.0,0.0
0,0,0.0,0.0,0.0,2645,0,18.0,true,18.0,3,3,94700.27140370445,109494.63583373689,0.0,0.0
0,0,0.0,0.0,0.0,1178,0,18.0,true,18.0,3,3,109559.48493029429,107020.21269588899,0.0,0.0
0,0,0.0,0.0,0.0,324,0,18.0,true,18.0,1,1,3608.913133833047,16001.582019358615,0.0,0.0
0,0,0.0,0.0,0.0,880,0,18.0,true,18.0,2,2,37460.84880259315,26373.615129228718,0.0,0.0
0,0,0.0,0.0,0.0,561,0,18.0,true,18.0,3,3,98783.97504771406,92209.1204375471,0.0,0.0
0,0,0.0,0.0,0.0,1201,0,18.0,true,18.0,3,3,106994.51439350395,106309.10150280537,0.0,0.0
0,0,0.0,0.0,0.0,2071,0,18.0,true,18.0,3,3,95958.96372599648,106184.60748205875,0.0,0.0
0,0,0.0,0.0,0.0,1207,0,18.0,true,18.0,3,3,97299.48840817467,103708.0913443839,0.0,0.0
0,0,0.0,0.0,0.0,575,0,18.0,true,18.0,2,2,31446.622940459118,28201.97000523517,0.0,0.0
0,0,0.0,0.0,0.0,738,0,18.0,true,18.0,2,2,36260.764227445994,35785.57102108824,0.0,0.0
0,0,0.0,0.0,0.0,1159,0,18.0,true,18.0,2,2,39347.37300908138,25073.578644185087,0.0,0.0
0,0,0.0,0.0,0.0,854,0,18.0,true,18.0,2,2,26824.05026483102,39426.49587090583,0.0,0.0
0,0,0.0,0.0,0.0,2479,0,18.0,true,18.0,2,2,30381.818150787487,42639.7587868,0.0,0.0
0,0,0.0,0.0,0.0,1964,0,18.0,true,18.0,1,1,12390.737931001777,17423.231764470765,0.0,0.0
0,0,0.0,0.0,0.0,1422,0,18.0,true,18.0,2,2,25576.141032628944,37069.50480378522,0.0,0.0
0,0,0.0,0.0,0.0,1676,0,18.0,true,18.0,2,2,33718.41066331697,40005.43770296404,0.0,0.0
0,0,0.0,0.0,0.0,2981,0,18.0,true,18.0,3,3,100668.24280522592,97063.06482949542,0.0,0.0
0,0,0.0,0.0,0.0,2867,0,18.0,true,18.0,1,1,18385.19563856022,5811.599556485623,0.0,0.0
0,0,0.0,0.0,0.0,108,0,18.0,true,18.0,3,3,90701.06428706992,93615.40472038684,0.0,0.0
0,0,0.0,0.0,0.0,2455,0,18.0,true,18.0,3,3,100732.0199536664,92240.42635869773,0.0,0.0
0,0,0.0,0.0,0.0,1097,0,18.0,true,18.0,3,3,92623.9746602918,93898.19675996248,0.0,0.0
0,0,0.0,0.0,0.0,1548,0,18.0,true,18.0,2,2,32923.46164604988,33255.90582347183,0.0,0.0
0,0,0.0,0.0,0.0,2313,0,18.0,true,18.0,1,1,16503.922874274816,9223.135569732089,0.0,0.0
0,0,0.0,0.0,0.0,2183,0,18.0,true,18.0,3,3,97898.33704410285,97918.05668337304,0.0,0.0
0,0,0.0,0.0,0.0,2457,0,18.0,true,18.0,3,3,109052.65676539432,104960.14035279422,0.0,0.0
0,0,0.0,0.0,0.0,2719,0,18.0,true,18.0,1,1,3936.3934239500863,8010.487168002358,0.0,0.0
0,0,0.0,0.0,0.0,2397,0,18.0,true,18.0,2,2,31094.11483733771,40035.33455041889,0.0,0.0
0,0,0.0,0.0,0.0,2515,0,18.0,true,18.0,2,2,38765.0781694372,26550.88589604945,0.0,0.0
0,0,0.0,0.0,0.0,2509,0,18.0,true,18.0,3,3,109832.80020503033,96288.73368356208,0.0,0.0
0,0,0.0,0.0,0.0,119,0,18.0,true,18.0,1,1,15008.526880398284,4554.8180490438735,0.0,0.0
0,0,0.0,0.0,0.0,1854,0,18.0,true,18.0,1,1,1991.8960045535994,19629.56791917841,0.0,0.0
0,0,0.0,0.0,0.0,1002,0,18.0,true,18.0,1,1,13197.487829805246,19428.83031486793,0.0,0.0
0,0,0.0,0.0,0.0,1058,0,18.0,true,18.0,1,1,1866.8615750256513,4007.9744170317035,0.0,0.0
0,0,0.0,0.0,0.0,1621,0,18.0,true,18.0,2,2,43339.57204887294,34338.78555585639,0.0,0.0
0,0,0.0,0.0,0.0,2307,0,18.0,true,18.0,2,2,44816.77403224386,30778.383198211974,0.0,0.0
0,0,0.0,0.0,0.0,1265,0,18.0,true,18.0,1,1,18449.099512894594,18821.408232503487,0.0,0.0
0,0,0.0,0.0,0.0,2419,0,18.0,true,18.0,2,2,32806.57500869281,39774.326800079856,0.0,0.0
0,0,0.0,0.0,0.0,1847,0,18.0,true,18.0,3,3,96129.26784938469,98822.4943001698,0.0,0.0
0,0,0.0,0.0,0.0,2013,0,18.0,true,18.0,2,2,35284.975932909656,30383.79415169103,0.0,0.0
0,0,0.0,0.0,0.0,1372,0,18.0,true,18.0,1,1,8171.498070255663,18914.419872272272,0.0,0.0
0,0,0.0,0.0,0.0,927,0,18.0,true,18.0,1,1,1335.5150690723838,2531.017036676746,0.0,0.0
0,0,0.0,0.0,0.0,1168,0,18.0,true,18.0,1,1,14198.412520825006,5751.717763790572,0.0,0.0
0,0,0.0,0.0,0.0,2210,0,18.0,true,18.0,1,1,15853.009180760715,17067.811112816362,0.0,0.0
0,0,0.0,0.0,0.0,777,0,18.0,true,18.0,2,2,44115.62345683879,25382.69529525737,0.0,0.0
0,0,0.0,0.0,0.0,1331,0,18.0,true,18.0,2,2,36552.540963601874,44626.02900349922,0.0,0.0
0,0,0.0,0.0,0.0,2644,0,18.0,true,18.0,2,2,30803.090617876333,25121.274072212433,0.0,0.0
0,0,0.0,0.0,0.0,2321,0,18.0,true,18.0,2,2,27745.109085218348,27994.20993765992,0.0,0.0
0,0,0.0,0.0,0.0,934,0,18.0,true,18.0,3,3,103702.25469037959,98959.33356421553,0.0,0.0
0,0,0.0,0.0,0.0,1650,0,18.0,true,18.0,1,1,17039.247440790565,19723.475627486183,0.0,0.0
0,0,0.0,0.0,0.0,1188,0,18.0,true,18.0,2,2,26112.243312376337,42164.57367960976,0.0,0.0
0,0,0.0,0.0,0.0,644,0,18.0,true,18.0,1,1,5430.794847201617,17909.48074147851,0.0,0.0
0,0,0.0,0.0,0.0,1063,0,18.0,true,18.0,2,2,33671.78467628502,34365.37218593308,0.0,0.0
0,0,0.0,0.0,0.0,2548,0,18.0,true,18.0,3,3,109401.92132555501,102489.1783894148,0.0,0.0
0,0,0.0,0.0,0.0,1457,0,18.0,true,18.0,3,3,92412.7441791882,93110.54367677275,0.0,0.0
0,0,0.0,0.0,0.0,2916,0,18.0,true,18.0,3,3,104075.51770006008,98765.79471480845,0.0,0.0
0,0,0.0,0.0,0.0,1340,0,18.0,true,18.0,3,3,101845.10301473628,90160.26998813635,0.0,0.0
0,0,0.0,0.0,0.0,487,0,18.0,true,18.0,3,3,95416.30730118253,90092.36024148612,0.0,0.0
0,0,0.0,0.0,0.0,308,0,18.0,true,18.0,1,1,17431.74303496958,1039.3990830529299,0.0,0.0
0,0,0.0,0.0,0.0,2549,0,18.0,true,18.0,3,3,107604.31622837328,93832.49474285738,0.0,0.0
0,0,0.0,0.0,0.0,1435,0,18.0,true,18.0,3,3,92101.27313140477,98770.11721532283,0.0,0.0
0,0,0.0,0.0,0.0,2331,0,18.0,true,18.0,3,3,103786.03189764335,96634.47858936855,0.0,0.0
0,0,0.0,0.0,0.0,718,0,18.0,true,18.0,3,3,102180.65049839776,103574.2326715599,0.0,0.0
0,0,0.0,0.0,0.0,2592,0,18.0,true,18.0,3,3,92396.57676160561,101031.58165940415,0.0,0.0
0,0,0.0,0.0,0.0,2461,0,18.0,true,18.0,3,3,109923.07573126213,98081.80197762513,0.0,0.0
0,0,0.0,0.0,0.0,1845,0,18.0,true,18.0,1,1,8273.220549257536,7199.025827593319,0.0,0.0
0,0,0.0,0.0,0.0,2037,0,18.0,true,18.0,3,3,94372.42533014114,95989.31858037817,0.0,0.0
0,0,0.0,0.0,0.0,1511,0,18.0,true,18.0,3,3,92968.69060920819,105110.75306945766,0.0,0.0
0,0,0.0,0.0,0.0,2088,0,18.0,true,18.0,2,2,29718.655071552927,35444.973813427234,0.0,0.0
0,0,0.0,0.0,0.0,2034,0,18.0,true,18.0,2,2,29702.99756735424,35742.30585409401,0.0,0.0
0,0,0.0,0.0,0.0,689,0,18.0,true,18.0,2,2,34969.80696614046,28290.387715429733,0.0,0.0
0,0,0.0,0.0,0.0,248,0,18.0,true,18.0,2,2,36885.459842326585,35605.686121352184,0.0,0.0
0,0,0.0,0.0,0.0,1127,0,18.0,true,18.0,3,3,106953.82907602581,98543.85361402792,0.0,0.0
0,0,0.0,0.0,0.0,2947,0,18.0,true,18.0,1,1,10149.37543412904,15056.55165000949,0.0,0.0
0,0,0.0,0.0,0.0,1245,0,18.0,true,18.0,2,2,28553.398725629268,33603.26046998815,0.0,0.0
0,0,0.0,0.0,0.0,1045,0,18.0,true,18.0,1,1,1.4619818812611207,12386.646220832512,0.0,0.0
0,0,0.0,0.0,0.0,2543,0,18.0,true,18.0,3,3,104116.58674549941,94683.80017502347,0.0,0.0
0,0,0.0,0.0,0.0,1313,0,18.0,true,18.0,2,2,27757.95976335866,33641.61367693704,0.0,0.0
0,0,0.0,0.0,0.0,1100,0,18.0,true,18.0,2,2,44964.31863038881,41961.90043061098,0.0,0.0
