iteration,replicate,time,county,avg_age, avg_income, avg_zincome,gini,income_mobility,z_income_mobility,population
1,2,31.0,1,21.035714285714285,49860.752988620225,0.051288478414237414,0.0,0.8992652556811077,1.408140606598406,168
1,2,31.0,2,20.60335195530726,45630.26758064675,-0.05913496196485582,0.0,0.872503922535182,-1.4837957778281385,179
1,2,31.0,3,19.42207792207792,44573.573038966686,-0.08671663060793879,0.0,0.876871049374751,-1.0118666353639483,154
1,2,31.0,4,20.46564885496183,46391.86964558833,-0.039255749037619296,0.0,0.86880306906605,-1.8837247627727352,131
1,2,31.0,5,21.87162162162162,47327.695630040434,-0.014828971768848823,0.0,0.8972619947751457,1.1916602440596322,148
1,2,31.0,6,22.985294117647058,46091.980706292874,-0.04708340123711133,0.0,0.883539010743323,-0.29130013792621984,136
1,2,31.0,7,20.381294964028775,46064.85156292098,-0.04779152171425942,0.0,0.8918223409085893,0.603829553802107,139
1,2,31.0,8,21.01829268292683,48374.60033214335,0.012497164077730306,0.0,0.8815592410625616,-0.5052419449863857,164
1,2,31.0,9,20.900584795321638,42757.515309912815,-0.1341190733610114,0.0,0.8867516813311203,0.05587385797923017,171
1,2,31.0,10,20.624113475177303,49191.56432613154,0.033821425050712936,0.0,0.8916900121212322,0.5895295773107231,141
1,2,31.0,11,21.46923076923077,49874.90666022096,0.05165791524273998,0.0,0.8911123192411404,0.5271017808384095,130
1,2,31.0,12,21.44311377245509,48474.305363716325,0.01509964855590463,0.0,0.90625189358653,2.163144561495944,167
1,2,31.0,13,20.658823529411766,48100.2034259199,0.005334900769254135,0.0,0.8883669813453543,0.23042961936286468,170
1,2,31.0,14,19.466216216216218,46746.50594013855,-0.02999909029729613,0.0,0.9058286592235504,2.1174081683661137,148
1,2,31.0,15,21.974358974358974,48689.62373129634,0.020719853480896024,0.0,0.8789095188354283,-0.7915814959902918,156
1,2,31.0,16,21.786206896551725,45104.94392839801,-0.07284687428689918,0.0,0.8775687500728986,-0.9364703154791921,145
1,2,31.0,17,21.723076923076924,52807.37188053817,0.12820064431329803,0.0,0.8823463054888953,-0.4201886242496813,130
1,2,31.0,18,21.18354430379747,49090.075739108805,0.031172386498980274,0.0,0.8892224012928741,0.3228697103219884,158
1,2,31.0,19,20.00595238095238,51814.23290082723,0.10227789258661185,0.0,0.8732054019593283,-1.40799111374234,168
1,2,31.0,20,20.698492462311556,49915.627431795685,0.05272080218325461,0.0,0.8827667520802812,-0.3747534888359475,199
1,2,31.0,21,20.65806451612903,49940.1855027874,0.05336181294832379,0.0,0.868127127655883,-1.9567696872218825,155
1,2,31.0,22,19.57831325301205,48213.55954383218,0.00829370367737918,0.0,0.8914706003882297,0.5658190704245307,166
1,2,31.0,23,20.22641509433962,51600.898967307236,0.0967094850359126,0.0,0.8846381104747216,-0.17252703772178785,159
1,2,31.0,24,20.09248554913295,48717.52349483609,0.021448088560023143,0.0,0.8891407137387813,0.31404222745528915,173
1,2,31.0,25,20.46153846153846,49028.17690392932,0.02955671319513333,0.0,0.8884210569750771,0.23627324756529594,143
1,2,31.0,26,20.9027027027027,49046.762119105995,0.030041821451535004,0.0,0.8817771402681731,-0.4816948878420515,185
1,2,31.0,27,21.375,47952.81458198442,0.0014877811951790902,0.0,0.8854575041477237,-0.08398008966047835,136
1,2,31.0,28,20.814814814814813,42709.87854946852,-0.13536248031541415,0.0,0.8921248279176744,0.6365175063274849,135
1,2,31.0,29,22.05925925925926,47265.13376515809,-0.016461951365899206,0.0,0.8913800889845843,0.5560380471855083,135
1,2,31.0,30,22.256410256410255,45421.252963661005,-0.06459062741960106,0.0,0.888855382728023,0.2832082205275413,117
1,2,32.0,1,21.22222222222222,49255.56417047694,0.03493733956620568,0.0,0.8992652556811077,1.408140606598406,171
1,2,32.0,2,20.835051546391753,45654.074439668075,-0.05905106659873279,0.0,0.872503922535182,-1.4837957778281385,194
1,2,32.0,3,20.36842105263158,43534.40401124505,-0.11436829920338816,0.0,0.876871049374751,-1.0118666353639483,152
1,2,32.0,4,20.12857142857143,47186.48828197829,-0.019059522712953542,0.0,0.86880306906605,-1.8837247627727352,140
1,2,32.0,5,21.56081081081081,47962.26011299205,0.0011858655553795775,0.0,0.8972619947751457,1.1916602440596322,148
1,2,32.0,6,22.718309859154928,46925.41461637757,-0.025872785988852856,0.0,0.883539010743323,-0.29130013792621984,142
1,2,32.0,7,20.841379310344827,47207.65666041986,-0.018507089609007713,0.0,0.8918223409085893,0.603829553802107,145
1,2,32.0,8,21.14450867052023,47462.508445638734,-0.011856199313221173,0.0,0.8815592410625616,-0.5052419449863857,173
1,2,32.0,9,21.034285714285716,43320.87945471616,-0.11994066904066633,0.0,0.8867516813311203,0.05587385797923017,175
1,2,32.0,10,20.9025974025974,50514.2866646232,0.0677863353627848,0.0,0.8916900121212322,0.5895295773107231,154
1,2,32.0,11,21.274509803921568,51373.86149880559,0.0902187382523939,0.0,0.8911123192411404,0.5271017808384095,153
1,2,32.0,12,21.36813186813187,48249.731965187486,0.008688044715852716,0.0,0.90625189358653,2.163144561495944,182
1,2,32.0,13,21.3546511627907,48781.181362082,0.02255732812491983,0.0,0.8883669813453543,0.23042961936286468,172
1,2,32.0,14,19.454545454545453,46215.20229975546,-0.044407261627362825,0.0,0.9058286592235504,2.1174081683661137,165
1,2,32.0,15,22.131736526946106,47238.13719774507,-0.017711636244878762,0.0,0.8789095188354283,-0.7915814959902918,167
1,2,32.0,16,22.20138888888889,46003.46680190937,-0.049932942236932364,0.0,0.8775687500728986,-0.9364703154791921,144
1,2,32.0,17,21.888111888111887,51562.985881715715,0.0951543345320639,0.0,0.8823463054888953,-0.4201886242496813,143
1,2,32.0,18,20.93167701863354,47902.894387519744,-3.6340719979051296E-4,0.0,0.8892224012928741,0.3228697103219884,161
1,2,32.0,19,20.752808988764045,50697.43904495632,0.07256607974621773,0.0,0.8732054019593283,-1.40799111374234,178
1,2,32.0,20,20.595,50741.29716187073,0.07371064902567942,0.0,0.8827667520802812,-0.3747534888359475,200
1,2,32.0,21,21.974025974025974,51103.19607903716,0.08315515809266778,0.0,0.868127127655883,-1.9567696872218825,154
1,2,32.0,22,20.203703703703702,47932.64265017585,4.1293592547372203E-4,0.0,0.8914706003882297,0.5658190704245307,162
1,2,32.0,23,20.647058823529413,50318.240609652035,0.062670103575689,0.0,0.8846381104747216,-0.17252703772178785,153
1,2,32.0,24,20.72093023255814,48396.45707166568,0.012517143209261073,0.0,0.8891407137387813,0.31404222745528915,172
1,2,32.0,25,21.215827338129497,48816.99107264459,0.023491857409347016,0.0,0.8884210569750771,0.23627324756529594,139
1,2,32.0,26,21.440217391304348,49497.55183651829,0.04125251376987936,0.0,0.8817771402681731,-0.4816948878420515,184
1,2,32.0,27,21.53846153846154,46183.601993847326,-0.04523193769438672,0.0,0.8854575041477237,-0.08398008966047835,143
1,2,32.0,28,21.50375939849624,44134.19999817815,-0.09871536859700095,0.0,0.8921248279176744,0.6365175063274849,133
1,2,32.0,29,21.895522388059703,46291.38451394455,-0.04241912743153384,0.0,0.8913800889845843,0.5560380471855083,134
1,2,32.0,30,21.69918699186992,46898.948522969506,-0.026563474043731175,0.0,0.888855382728023,0.2832082205275413,123
1,2,33.0,1,20.75824175824176,47908.0532895167,-4.870137492838963E-4,0.0,0.8992652556811077,1.408140606598406,182
1,2,33.0,2,21.033980582524272,44938.001809096815,-0.07799117298253677,0.0,0.872503922535182,-1.4837957778281385,206
1,2,33.0,3,21.080246913580247,44600.56158537955,-0.08679675127069156,0.0,0.876871049374751,-1.0118666353639483,162
1,2,33.0,4,20.612244897959183,47220.24625834632,-0.01843549242617313,0.0,0.86880306906605,-1.8837247627727352,147
1,2,33.0,5,21.901960784313726,46788.06083019277,-0.02971346806488787,0.0,0.8972619947751457,1.1916602440596322,153
1,2,33.0,6,22.223684210526315,47214.46948426383,-0.018586238640942988,0.0,0.883539010743323,-0.29130013792621984,152
1,2,33.0,7,21.163265306122447,48347.803421726036,0.01098836453768707,0.0,0.8918223409085893,0.603829553802107,147
1,2,33.0,8,20.8125,48037.071257547774,0.0028797390508453263,0.0,0.8815592410625616,-0.5052419449863857,176
1,2,33.0,9,22.15028901734104,43940.024298298405,-0.10403361986200661,0.0,0.8867516813311203,0.05587385797923017,173
1,2,33.0,10,21.864516129032257,49494.85262877814,0.040920870751072744,0.0,0.8916900121212322,0.5895295773107231,155
1,2,33.0,11,21.13605442176871,51000.90064314577,0.08022153132479805,0.0,0.8911123192411404,0.5271017808384095,147
1,2,33.0,12,21.54255319148936,48445.31825606535,0.013533036001486117,0.0,0.90625189358653,2.163144561495944,188
1,2,33.0,13,20.537142857142857,47780.21520254066,-0.003822977288765958,0.0,0.8883669813453543,0.23042961936286468,175
1,2,33.0,14,20.117283950617285,46691.781725345696,-0.032225892890550493,0.0,0.9058286592235504,2.1174081683661137,162
1,2,33.0,15,21.657894736842106,46523.526216055034,-0.036616558126458185,0.0,0.8789095188354283,-0.7915814959902918,190
1,2,33.0,16,22.22360248447205,45324.022837376375,-0.0679178677080662,0.0,0.8775687500728986,-0.9364703154791921,161
1,2,33.0,17,22.08955223880597,50896.09697935714,0.07748665622244681,0.0,0.8823463054888953,-0.4201886242496813,134
1,2,33.0,18,20.15909090909091,49752.817109661606,0.04765251171242352,0.0,0.8892224012928741,0.3228697103219884,176
1,2,33.0,19,21.132275132275133,50827.26693903166,0.0756905208892427,0.0,0.8732054019593283,-1.40799111374234,189
1,2,33.0,20,20.66829268292683,50631.3585622084,0.07057824787561419,0.0,0.8827667520802812,-0.3747534888359475,205
1,2,33.0,21,22.606666666666666,50659.69251226573,0.07131762865450876,0.0,0.868127127655883,-1.9567696872218825,150
1,2,33.0,22,20.60122699386503,48114.94126146387,0.004911774260603239,0.0,0.8914706003882297,0.5658190704245307,163
1,2,33.0,23,20.678362573099417,49816.386506714436,0.04931136938005157,0.0,0.8846381104747216,-0.17252703772178785,171
1,2,33.0,24,21.207865168539325,47946.50882441065,5.164920550664896E-4,0.0,0.8891407137387813,0.31404222745528915,178
1,2,33.0,25,21.652482269503547,49518.43890479831,0.041536359911593164,0.0,0.8884210569750771,0.23627324756529594,141
1,2,33.0,26,21.83937823834197,49531.92706161945,0.04188833638773182,0.0,0.8817771402681731,-0.4816948878420515,193
1,2,33.0,27,22.28965517241379,46010.318848501796,-0.05000881943800351,0.0,0.8854575041477237,-0.08398008966047835,145
1,2,33.0,28,21.82857142857143,45194.75564115914,-0.07129112417358731,0.0,0.8921248279176744,0.6365175063274849,140
1,2,33.0,29,22.646616541353385,47883.706682282136,-0.0011223439233017294,0.0,0.8913800889845843,0.5560380471855083,133
1,2,33.0,30,22.053846153846155,47509.9196565664,-0.010876400158145411,0.0,0.888855382728023,0.2832082205275413,130
1,2,34.0,1,20.865591397849464,48393.93107014347,0.01371246282919547,0.0,0.8992652556811077,1.408140606598406,186
1,2,34.0,2,21.448979591836736,43967.61060590712,-0.10185485200508097,0.0,0.872503922535182,-1.4837957778281385,196
1,2,34.0,3,21.337142857142858,43807.57367340468,-0.1060332748538234,0.0,0.876871049374751,-1.0118666353639483,175
1,2,34.0,4,20.772455089820358,46225.01547195925,-0.04291600630438199,0.0,0.86880306906605,-1.8837247627727352,167
1,2,34.0,5,21.608695652173914,46557.33457468023,-0.034239448273867636,0.0,0.8972619947751457,1.1916602440596322,161
1,2,34.0,6,21.71794871794872,46487.06873069697,-0.036074027351302204,0.0,0.883539010743323,-0.29130013792621984,156
1,2,34.0,7,21.233128834355828,48096.00541648002,0.005933887352719374,0.0,0.8918223409085893,0.603829553802107,163
1,2,34.0,8,20.65284974093264,46995.95363009383,-0.02278749243857277,0.0,0.8815592410625616,-0.5052419449863857,193
1,2,34.0,9,22.331460674157302,45822.256370860654,-0.05343169042963003,0.0,0.8867516813311203,0.05587385797923017,178
1,2,34.0,10,21.7239263803681,51062.10779573045,0.08337619869532323,0.0,0.8916900121212322,0.5895295773107231,163
1,2,34.0,11,21.449664429530202,51717.094436632375,0.10047732093736528,0.0,0.8911123192411404,0.5271017808384095,149
1,2,34.0,12,21.307317073170733,48564.37509926774,0.018162605771754527,0.0,0.90625189358653,2.163144561495944,205
1,2,34.0,13,20.315217391304348,46534.923881478586,-0.034824571664235214,0.0,0.8883669813453543,0.23042961936286468,184
1,2,34.0,14,21.46060606060606,46930.5372901083,-0.024495455253171525,0.0,0.9058286592235504,2.1174081683661137,165
1,2,34.0,15,21.383838383838384,47413.19352136324,-0.011893727681738724,0.0,0.8789095188354283,-0.7915814959902918,198
1,2,34.0,16,22.035502958579883,44666.89418177769,-0.08359717594569194,0.0,0.8775687500728986,-0.9364703154791921,169
1,2,34.0,17,22.58503401360544,51282.01221282874,0.08911770864915157,0.0,0.8823463054888953,-0.4201886242496813,147
1,2,34.0,18,20.010695187165776,50330.88434970926,0.0642846008584021,0.0,0.8892224012928741,0.3228697103219884,187
1,2,34.0,19,21.419689119170986,50494.45550038819,0.06855529901978748,0.0,0.8732054019593283,-1.40799111374234,193
1,2,34.0,20,21.294416243654823,50137.200201273394,0.059227678942885414,0.0,0.8827667520802812,-0.3747534888359475,197
1,2,34.0,21,23.348684210526315,51595.050615682114,0.09729086464860447,0.0,0.868127127655883,-1.9567696872218825,152
1,2,34.0,22,21.11392405063291,46947.75853169523,-0.024045823857434485,0.0,0.8914706003882297,0.5658190704245307,158
1,2,34.0,23,21.375,49317.190595981745,0.03781795296674762,0.0,0.8846381104747216,-0.17252703772178785,168
1,2,34.0,24,22.07608695652174,48579.826705756095,0.018566033559273245,0.0,0.8891407137387813,0.31404222745528915,184
1,2,34.0,25,21.7239263803681,47933.029632440026,0.0016787336880237503,0.0,0.8884210569750771,0.23627324756529594,163
1,2,34.0,26,21.304123711340207,50579.276800160354,0.07076990818209826,0.0,0.8817771402681731,-0.4816948878420515,194
1,2,34.0,27,23.53900709219858,45088.044162544385,-0.07260132220826673,0.0,0.8854575041477237,-0.08398008966047835,141
1,2,34.0,28,22.04255319148936,45332.80357762749,-0.06621087022673754,0.0,0.8921248279176744,0.6365175063274849,141
1,2,34.0,29,21.770833333333332,47876.56879680992,2.045911762487767E-4,0.0,0.8913800889845843,0.5560380471855083,144
1,2,34.0,30,22.045112781954888,47868.984343302225,6.56779916788287E-6,0.0,0.888855382728023,0.2832082205275413,133
1,2,35.0,1,21.038095238095238,47753.67232086739,-0.0010939250483738728,0.0,0.8992652556811077,1.408140606598406,210
1,2,35.0,2,21.802083333333332,44381.4512953773,-0.08922742630831319,0.0,0.872503922535182,-1.4837957778281385,192
1,2,35.0,3,21.5625,44126.19148988515,-0.0958986795324948,0.0,0.876871049374751,-1.0118666353639483,176
