id,county,county_income,county_gini,county_income_mobility,generation,age,time,income,parent_id
5314,17,NaN,0.0,0.0,1,0.0,6.11881461146157,0.0,0.0
5316,2,NaN,0.0,0.0,1,0.0,6.119743169238814,0.0,0.0
5318,18,NaN,0.0,0.0,1,0.0,6.119841137172467,0.0,0.0
5320,12,NaN,0.0,0.0,1,0.0,6.119925427452848,0.0,0.0
5322,8,NaN,0.0,0.0,1,0.0,6.120887466505674,0.0,0.0
5324,19,NaN,0.0,0.0,1,0.0,6.122165470516572,0.0,0.0
5326,19,NaN,0.0,0.0,1,0.0,6.122280552841207,0.0,0.0
5328,12,NaN,0.0,0.0,1,0.0,6.122479056730233,0.0,0.0
5330,15,NaN,0.0,0.0,1,0.0,6.1237302005495975,0.0,0.0
5332,10,NaN,0.0,0.0,1,0.0,6.124991088362808,0.0,0.0
5334,15,NaN,0.0,0.0,1,0.0,6.125526186659977,0.0,0.0
5336,13,NaN,0.0,0.0,1,0.0,6.125712086044097,0.0,0.0
5338,24,NaN,0.0,0.0,1,0.0,6.1259958400280246,0.0,0.0
5340,15,NaN,0.0,0.0,1,0.0,6.1260796406967435,0.0,0.0
5342,18,NaN,0.0,0.0,1,0.0,6.126361071368066,0.0,0.0
5344,12,NaN,0.0,0.0,1,0.0,6.127582378231083,0.0,0.0
5346,5,NaN,0.0,0.0,1,0.0,6.127649965511365,0.0,0.0
5348,12,NaN,0.0,0.0,1,0.0,6.128718722000399,0.0,0.0
5350,21,NaN,0.0,0.0,1,0.0,6.129067346777767,0.0,0.0
5352,9,NaN,0.0,0.0,1,0.0,6.129320263693525,0.0,0.0
5354,7,NaN,0.0,0.0,1,0.0,6.129379617505339,0.0,0.0
5356,19,NaN,0.0,0.0,1,0.0,6.1294260313377675,0.0,0.0
5358,7,NaN,0.0,0.0,1,0.0,6.130184074612416,0.0,0.0
5360,1,NaN,0.0,0.0,1,0.0,6.130798074194951,0.0,0.0
5362,18,NaN,0.0,0.0,1,0.0,6.130874450452457,0.0,0.0
5364,25,NaN,0.0,0.0,1,0.0,6.131821555011387,0.0,0.0
5366,8,NaN,0.0,0.0,1,0.0,6.13220495031217,0.0,0.0
5368,1,NaN,0.0,0.0,1,0.0,6.132532797280765,0.0,0.0
5370,20,NaN,0.0,0.0,1,0.0,6.134910297224853,0.0,0.0
5372,4,NaN,0.0,0.0,1,0.0,6.135224733650528,0.0,0.0
5374,1,NaN,0.0,0.0,1,0.0,6.136022564818559,0.0,0.0
5376,14,NaN,0.0,0.0,1,0.0,6.136291537098815,0.0,0.0
5378,13,NaN,0.0,0.0,1,0.0,6.137158466666564,0.0,0.0
5380,6,NaN,0.0,0.0,1,0.0,6.137210823224818,0.0,0.0
5382,19,NaN,0.0,0.0,1,0.0,6.137593702470135,0.0,0.0
5384,13,NaN,0.0,0.0,1,0.0,6.138146516640411,0.0,0.0
5386,12,NaN,0.0,0.0,1,0.0,6.140277907888964,0.0,0.0
5388,16,NaN,0.0,0.0,1,0.0,6.140436930421559,0.0,0.0
5390,6,NaN,0.0,0.0,1,0.0,6.141001803717769,0.0,0.0
5392,6,NaN,0.0,0.0,1,0.0,6.1412507363113225,0.0,0.0
5394,9,NaN,0.0,0.0,1,0.0,6.141536800892305,0.0,0.0
5396,4,NaN,0.0,0.0,1,0.0,6.141614076784971,0.0,0.0
5398,4,NaN,0.0,0.0,1,0.0,6.142211707809633,0.0,0.0
5400,16,NaN,0.0,0.0,1,0.0,6.142597577826516,0.0,0.0
5402,17,NaN,0.0,0.0,1,0.0,6.1427504688448815,0.0,0.0
5404,18,NaN,0.0,0.0,1,0.0,6.143036169799219,0.0,0.0
5406,17,NaN,0.0,0.0,1,0.0,6.143464836990467,0.0,0.0
5408,5,NaN,0.0,0.0,1,0.0,6.145688544582174,0.0,0.0
5410,12,NaN,0.0,0.0,1,0.0,6.145800537041837,0.0,0.0
5412,4,NaN,0.0,0.0,1,0.0,6.145824226142579,0.0,0.0
5414,20,NaN,0.0,0.0,1,0.0,6.145965699001707,0.0,0.0
5416,2,NaN,0.0,0.0,1,0.0,6.146277326639473,0.0,0.0
5418,11,NaN,0.0,0.0,1,0.0,6.146485268641639,0.0,0.0
5420,3,NaN,0.0,0.0,1,0.0,6.1470798331888235,0.0,0.0
5422,1,NaN,0.0,0.0,1,0.0,6.148149074226994,0.0,0.0
5424,19,NaN,0.0,0.0,1,0.0,6.148977330275886,0.0,0.0
5426,13,NaN,0.0,0.0,1,0.0,6.1499233084023395,0.0,0.0
5428,21,NaN,0.0,0.0,1,0.0,6.150054268274928,0.0,0.0
5430,7,NaN,0.0,0.0,1,0.0,6.150378221823797,0.0,0.0
5432,10,NaN,0.0,0.0,1,0.0,6.150550121956251,0.0,0.0
5434,15,NaN,0.0,0.0,1,0.0,6.151614686994532,0.0,0.0
5436,18,NaN,0.0,0.0,1,0.0,6.151955784249769,0.0,0.0
5438,5,NaN,0.0,0.0,1,0.0,6.152033810311657,0.0,0.0
5440,24,NaN,0.0,0.0,1,0.0,6.152368715823094,0.0,0.0
5442,21,NaN,0.0,0.0,1,0.0,6.153324242691575,0.0,0.0
5444,12,NaN,0.0,0.0,1,0.0,6.154055319162341,0.0,0.0
5446,17,NaN,0.0,0.0,1,0.0,6.154238083811322,0.0,0.0
5448,15,NaN,0.0,0.0,1,0.0,6.154333586436302,0.0,0.0
5450,11,NaN,0.0,0.0,1,0.0,6.154438174569148,0.0,0.0
5452,4,NaN,0.0,0.0,1,0.0,6.154495179280236,0.0,0.0
5454,18,NaN,0.0,0.0,1,0.0,6.154775109674049,0.0,0.0
5456,19,NaN,0.0,0.0,1,0.0,6.155072389220023,0.0,0.0
5458,9,NaN,0.0,0.0,1,0.0,6.155459080240861,0.0,0.0
5460,6,NaN,0.0,0.0,1,0.0,6.1560304985331475,0.0,0.0
