iteration,replicate,date,id,generation,time,age,income_type,income,nkids,smoker,smoker30,nmoves,county,county_avg_income,county_gini,county_income_mobility
4,2,2020-09-25 at 11:18:02 CEST,2796,0,0.008901141355026544,0.0,1,0.0,0,false,false,0,8095,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1470,0,0.01605421892395268,0.0,2,0.0,0,false,false,0,8082,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,768,0,0.05869154989373422,0.0,1,0.0,0,false,false,0,8075,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,798,0,0.119702003393738,0.0,3,0.0,0,false,false,0,8075,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,420,0,0.3339096175864165,0.0,2,0.0,0,false,false,0,8072,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2315,0,0.3373721116392833,0.0,2,0.0,0,false,false,0,8091,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2598,0,0.41734586656261036,0.0,1,0.0,0,false,false,0,8093,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1608,0,0.4228270392473084,0.0,2,0.0,0,false,false,0,8084,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2249,0,0.4255977182201787,0.0,1,0.0,0,false,false,0,8090,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1909,0,0.44962640626828,0.0,1,0.0,0,false,false,0,8087,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1334,0,0.5141255220856713,0.0,2,0.0,0,false,false,0,8081,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1908,0,0.6118447438309198,0.0,2,0.0,0,false,false,0,8087,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2879,0,0.6483322468665004,0.0,2,0.0,0,false,false,0,8096,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2741,0,0.6674410282298363,0.0,1,0.0,0,false,false,0,8095,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2047,0,0.8164802696208326,0.0,2,0.0,0,false,false,0,8088,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1447,0,0.8439307150719467,0.0,2,0.0,0,false,false,0,8082,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1725,0,0.9539403566648101,0.0,1,0.0,0,false,false,0,8085,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1418,0,1.090088315181938,0.0,3,0.0,0,false,false,0,8082,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1129,0,1.091450336559666,0.0,3,0.0,0,false,false,0,8079,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1991,0,1.0952976303282207,0.0,3,0.0,0,false,false,0,8087,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2034,0,1.1396455548863085,0.0,3,0.0,0,false,false,0,8088,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1156,0,1.146173513273347,0.0,3,0.0,0,false,false,0,8079,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2914,0,1.178137138479785,0.0,1,0.0,0,false,false,0,8097,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1829,0,1.375277170937088,1.0,1,0.0,0,false,false,0,8086,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1039,0,2.3517054472920376,1.0,3,0.0,0,false,false,0,8078,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1879,0,2.776578170527541,2.0,1,0.0,0,false,false,0,8086,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2423,0,3.2142745211308554,3.0,2,0.0,0,false,false,0,8092,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,557,0,3.659670982117621,3.0,1,0.0,0,false,false,0,8073,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,343,0,10.233804240607189,10.0,1,0.0,0,false,false,0,8071,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1912,0,14.917215379729868,14.0,1,0.0,0,false,false,0,8087,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,137,0,15.12764838416874,14.0,3,0.0,0,false,false,0,8069,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1833,0,16.53270506439363,16.0,3,0.0,0,false,false,0,8086,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2661,0,16.987454448135733,16.0,2,0.0,0,false,false,0,8094,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,2979,0,18.80104630763053,18.0,3,95604.81346406913,0,false,false,0,8097,0.0,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,518,0,19.07349902046358,18.0,2,33701.48779069924,0,false,false,0,8073,48663.346306337146,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,1015,0,19.588732902868593,19.0,1,6108.148283943966,0,false,false,0,8078,47447.77590734863,0.0,0.0
4,2,2020-09-25 at 11:18:02 CEST,3227,1,20.152997075940306,0.0,3,92529.51380236748,0,false,false,0,8068,47467.81018886793,0.0,0.8982801253051614
4,2,2020-09-25 at 11:18:02 CEST,789,0,20.552269107604832,20.0,1,10011.812400532846,0,false,false,1,8070,46318.40959405878,0.0,0.8720194425713529
4,2,2020-09-25 at 11:18:02 CEST,1361,0,20.797609008548427,20.0,2,26868.0656982592,0,false,false,0,8081,42864.70382983337,0.0,0.8686166845480036
4,2,2020-09-25 at 11:18:02 CEST,2673,0,20.922622061446354,20.0,3,93047.24219431246,0,false,false,0,8094,56214.512713475204,0.0,0.8639518643407522
4,2,2020-09-25 at 11:18:02 CEST,1271,0,21.01608316926394,21.0,2,31352.557859065197,0,false,false,0,8080,41869.13626750535,0.0,0.8730527486803461
4,2,2020-09-25 at 11:18:02 CEST,1898,0,21.090595959468907,21.0,2,31679.304615902078,0,false,false,0,8086,45839.872470100585,0.0,0.884951675103085
4,2,2020-09-25 at 11:18:02 CEST,1352,0,21.286938992778868,21.0,2,42879.592856747375,0,false,false,0,8081,42039.56837735779,0.0,0.8686166845480036
4,2,2020-09-25 at 11:18:02 CEST,2377,0,21.47137566031132,21.0,1,8973.707203808708,0,true,false,0,8091,55592.11891268833,0.0,0.8689147764295855
4,2,2020-09-25 at 11:18:02 CEST,3745,1,23.118020131692074,0.0,2,32880.18288803369,0,false,false,0,8079,45575.72839132026,0.0,0.8785882271230093
4,2,2020-09-25 at 11:18:02 CEST,2903,0,23.33187443675469,22.0,3,90143.95914267664,0,false,false,0,8097,44873.78741333768,0.0,0.874841881689718
4,2,2020-09-25 at 11:18:02 CEST,1349,0,24.816627633665373,24.0,1,1510.359927467524,1,false,false,0,8081,39954.789661108814,0.0,0.8686166845480036
4,2,2020-09-25 at 11:18:02 CEST,2012,0,24.90373353162868,24.0,2,28119.799118298986,0,true,false,0,8088,46188.45151697631,0.0,0.8886344012035639
4,2,2020-09-25 at 11:18:02 CEST,1890,0,24.98895589539778,24.0,2,35481.04669731243,0,false,false,0,8086,46450.30654071676,0.0,0.884951675103085
4,2,2020-09-25 at 11:18:02 CEST,4266,1,25.01512186953977,0.0,2,41963.92649508988,0,false,false,0,8074,51524.82488943381,0.0,0.8805483006902808
4,2,2020-09-25 at 11:18:02 CEST,2057,0,25.021179898761105,24.0,1,4642.714576121485,0,true,false,1,8069,52557.81735202669,0.0,0.8895529824400404
4,2,2020-09-25 at 11:18:02 CEST,1768,0,25.761118188140053,25.0,2,26933.46071693941,0,true,false,1,8083,53961.54771877165,0.0,0.8702269911368079
4,2,2020-09-25 at 11:18:02 CEST,1913,0,25.775300224897677,25.0,3,92966.51615623095,0,false,false,1,8094,57550.97593311315,0.0,0.8639518643407522
4,2,2020-09-25 at 11:18:02 CEST,2913,0,25.84127630246528,25.0,1,7993.288200193678,0,true,false,0,8097,43645.7266064296,0.0,0.874841881689718
4,2,2020-09-25 at 11:18:02 CEST,2256,0,26.04626654515476,25.0,3,106954.85064613103,0,false,false,1,8079,45009.84273570795,0.0,0.8785882271230093
4,2,2020-09-25 at 11:18:02 CEST,2896,0,26.2238800734567,25.0,2,35537.31844300113,1,false,false,0,8096,45275.010519526484,0.0,0.863983750510854
4,2,2020-09-25 at 11:18:02 CEST,2723,0,26.292526994123882,25.0,1,10761.897109544445,0,false,false,0,8095,49642.26845977781,0.0,0.8931277600619412
4,2,2020-09-25 at 11:18:02 CEST,4490,1,26.39443709443338,0.0,1,8745.743335102978,0,false,false,0,8081,39866.712088535816,0.0,0.8686166845480036
4,2,2020-09-25 at 11:18:02 CEST,418,0,26.585818164340072,26.0,2,38829.1689588974,0,false,false,1,8096,45275.010519526484,0.0,0.863983750510854
4,2,2020-09-25 at 11:18:02 CEST,1167,0,26.587260592897625,26.0,2,32880.18288803369,2,false,false,0,8079,45009.84273570795,0.0,0.8785882271230093
4,2,2020-09-25 at 11:18:02 CEST,350,0,26.627164535944413,26.0,2,34290.9242043138,0,false,false,1,8083,54709.34368831776,0.0,0.8702269911368079
4,2,2020-09-25 at 11:18:02 CEST,1934,0,27.368375857405265,27.0,1,17215.464774490723,0,false,false,0,8087,43924.204727582466,0.0,0.8859758057264373
4,2,2020-09-25 at 11:18:02 CEST,1377,0,27.535472497723116,27.0,1,10430.291953255542,0,false,false,0,8081,41101.282946657746,0.0,0.8686166845480036
4,2,2020-09-25 at 11:18:02 CEST,4908,1,27.7959049241413,0.0,1,11892.718647434169,0,false,false,0,8078,48394.11106477123,0.0,0.8870403226052717
4,2,2020-09-25 at 11:18:02 CEST,314,0,27.810210318962685,27.0,3,94711.34778047077,0,false,false,0,8071,54665.90192760105,0.0,0.8778413889500817
4,2,2020-09-25 at 11:18:02 CEST,1127,0,27.820705509439303,27.0,1,1591.2481323070303,1,false,false,0,8079,44185.567642675414,0.0,0.8785882271230093
4,2,2020-09-25 at 11:18:02 CEST,2535,0,28.079361749198508,27.0,2,27214.05040301763,0,true,false,0,8093,43031.415814176515,0.0,0.8816821029008413
4,2,2020-09-25 at 11:18:02 CEST,2473,0,28.107481940137426,27.0,2,29154.09364297722,1,true,false,0,8092,53026.48504662856,0.0,0.8783499737136183
4,2,2020-09-25 at 11:18:02 CEST,2330,0,28.501205564663678,28.0,1,1835.364046733785,0,false,false,0,8091,59709.357395970925,0.0,0.8689147764295855
4,2,2020-09-25 at 11:18:02 CEST,1451,0,28.856245019518227,28.0,2,28915.917134171228,0,true,false,0,8082,43710.728345288524,0.0,0.8866622157719514
4,2,2020-09-25 at 11:18:02 CEST,2714,0,28.88867791913229,28.0,3,105061.66360793155,1,false,false,1,8072,36802.32466012139,0.0,0.8570271314582603
