q,fd
1,0.344731865827328
1,0.382156079683107
1,0.399218406892963
1,0.401553218698737
1,0.356196147564361
1,0.389293552963302
1,0.433947941424471
1,0.329356659428541
1,0.320170939627914
1,0.347516250363938
1,0.378669889013253
1,0.377227507134911
1,0.389201318436683
1,0.440224967461106
1,0.460683776898584
1,0.398057897145115
1,0.434364516506861
1,0.396653647429915
1,0.327331375624873
1,0.372045687427374
1,0.364938633094326
1,0.37123098719794
1,0.466085492097839
1,0.467496971324458
1,0.392893985464561
1,0.343812110615936
1,0.353808619378079
1,0.381696709484118
1,0.311028151338583
1,0.368098564944049
1,0.365802503242001
1,0.413119402371649
1,0.388527679550478
1,0.309820212274289
1,0.428674147983138
1,0.378352298364405
1,0.404427802473606
1,0.361032799388596
1,0.429682440953286
1,0.378288173337388
1,0.386769717190937
1,0.425357990094319
1,0.465454913924184
1,0.411494365187906
1,0.279556755597127
1,0.373493477041819
1,0.459516470439539
1,0.350945661189165
1,0.373552369680901
1,0.483018589988483
1,0.350610495392203
1,0.414254205037736
1,0.332557813277262
1,0.445190072943042
1,0.39579215420904
1,0.368943240699075
1,0.361385053120003
1,0.416678677114213
1,0.403838785757323
1,0.361265550019645
1,0.370055142848585
1,0.315985397832968
1,0.427548580499625
1,0.324691068561393
1,0.417921290097951
1,0.389293076114406
1,0.494285572468222
1,0.352131432190973
1,0.380462598705577
1,0.330165252602306
1,0.409409949854194
1,0.279237510364787
1,0.392128409153315
1,0.374692229786106
1,0.386488304640359
1,0.417762444266153
1,0.40062569082118
1,0.491316567508598
1,0.440086610338874
1,0.40551389949195
1,0.432202160288121
1,0.398431701274262
1,0.436125540190162
1,0.459910088992203
1,0.445207475424795
1,0.407528746002612
1,0.399447763376536
1,0.291347895819428
1,0.41925050848171
1,0.475030782233674
1,0.405585268994479
1,0.366307300105284
1,0.34346721117668
1,0.456477236563543
1,0.405229859477132
1,0.360965729031811
1,0.422401877943415
1,0.31529871646017
1,0.3531436758513
1,0.367944718537721
1,0.420303919613154
1,0.446245974702279
1,0.423893549168092
1,0.478829190165698
1,0.402749297551985
1,0.444045783418154
1,0.41902010464068
1,0.463694906991087
1,0.470866976183771
1,0.373003850587111
1,0.350539014430829
1,0.308168155447994
1,0.37549877368204
1,0.379853235122809
1,0.373123583743862
1,0.409188604687053
1,0.383805588569778
1,0.468452997341117
1,0.445691657799586
1,0.354952701020636
1,0.367456145605935
1,0.361758599906096
1,0.385249003677032
1,0.413768691208993
1,0.406322027191109
1,0.317813933928662
1,0.354227336465826
1,0.313481686184012
1,0.350162516440165
1,0.35765062634222
1,0.447562605264864
1,0.474527372215199
1,0.417255199187075
1,0.338591939047213
1,0.349619325324831
1,0.351024508161821
1,0.367243736607115
1,0.432586853699483
1,0.394704263330063
1,0.339677214917444
1,0.341097224446614
1,0.320979441929296
1,0.389258439357178
1,0.410338610086775
1,0.377081810213298
1,0.475449284512948
1,0.370418770027719
1,0.367020304199251
1,0.328308195021208
1,0.349613193726469
1,0.374520872107055
1,0.429980186106199
1,0.458266023694741
1,0.361632162029522
1,0.358505538219994
1,0.413074458859782
1,0.392429091103921
1,0.336893263799389
1,0.390279309887518
1,0.459505314313553
1,0.468716537064928
1,0.357355116788128
1,0.351389473415694
1,0.310178242972007
1,0.433629853560106
1,0.431943669015475
1,0.344337724467842
1,0.432460010833836
1,0.416127835100568
1,0.404146196623316
1,0.386223462998338
1,0.286034989689107
1,0.332378338581208
1,0.397661412828583
1,0.382573822769302
1,0.404857645920302
1,0.335766128852761
1,0.373824298607659
1,0.370886314136207
1,0.378500120979439
1,0.443414416331507
1,0.47063701119135
1,0.423116789041138
1,0.332251224694843
1,0.394642133009562
1,0.394992797292048
1,0.411306917847142
1,0.384099403412677
1,0.335258661236949
1,0.392547890714127
1,0.462970970194675
1,0.395155705308106
1,0.363527511252094
1,0.392144810150434
1,0.322228621890261
1,0.351547679011631
1,0.398125686912707
1,0.338469041334172
1,0.372130292882524
1,0.387235062322837
1,0.469413076069309
1,0.371821884198688
1,0.357898824365648
1,0.36548855945636
1,0.41725437350857
1,0.323177176147652
1,0.254572287577318
1,0.357827477376006
1,0.38158928846677
1,0.450275994908203
1,0.399298320548169
1,0.396802403666051
1,0.394640391676731
1,0.415640797452063
1,0.42056487947022
1,0.407121707546402
1,0.383166753539832
1,0.369847823087646
1,0.318531031251474
1,0.382186556513375
1,0.326621831531178
1,0.368498966090975
1,0.532909635258477
1,0.393537693558194
1,0.313403327779923
1,0.361495364384403
1,0.483627116876875
1,0.336124565928962
1,0.428701458294952
1,0.365003172580536
1,0.353043439402434
1,0.42497228593092
1,0.41897091817966
1,0.332965379533761
1,0.421340139479007
1,0.496590520426132
1,0.376083086393962
1,0.336082549710945
1,0.382495686123519
1,0.368318836004264
1,0.346890514670598
1,0.3554503863203
1,0.451466386803268
1,0.403395942996603
1,0.444619755799287
1,0.343513365043634
1,0.447833341679498
1,0.366750869458222
1,0.36457647053755
1,0.449481216069231
1,0.455185746847036
1,0.34152306171174
1,0.47840459076577
1,0.366352552527324
1,0.404644639105797
1,0.465343883531197
1,0.363182624100389
1,0.442312262246368
1,0.339938229922197
1,0.357678880291338
1,0.40412654219854
1,0.447481352522246
1,0.399472058840921
1,0.356747458463509
1,0.472338251855227
1,0.435153266446257
1,0.348484587396733
1,0.311012960266112
1,0.376443946568458
1,0.346997210925224
1,0.457277150227547
1,0.435417667532292
1,0.327131465920481
1,0.416460689111354
1,0.382498101505
1,0.439729882230182
1,0.37332162028487
1,0.289020465127251
1,0.447242693222385
1,0.431629332148702
1,0.297885882856747
1,0.365323621485437
1,0.42767977231852
1,0.32604822437817
1,0.379828487349997
1,0.442366017840293
1,0.386156526722459
1,0.371312265399069
1,0.391380382504046
1,0.368999210154513
1,0.467509270004619
1,0.44807476172025
1,0.415757455042758
1,0.408527581298031
1,0.413975297330865
1,0.427410679986153
1,0.472784070218026
1,0.399754056766675
1,0.346879988870697
1,0.394307764883962
1,0.428846715204784
1,0.314255287026491
1,0.289413909681166
1,0.372351308859372
1,0.403904560370535
1,0.449742437669457
1,0.483521926313841
1,0.375708306122895
1,0.478344799420675
1,0.407715742756167
1,0.491036797047443
1,0.39672431737673
1,0.394605411274533
1,0.388272040137217
1,0.306881011615907
1,0.486812720328629
1,0.358810041070079
1,0.353671068738862
1,0.337601217252754
1,0.374213292355044
1,0.399012107627279
1,0.390530739040337
1,0.463507372722155
1,0.343211273824274
1,0.423117477618312
1,0.435858472480945
1,0.368902362211436
1,0.43571463641976
1,0.4190993020812
1,0.41713254668538
1,0.39199696743492
1,0.377220310527889
1,0.440025720317813
1,0.354831338106663
1,0.362441019265233
1,0.394486912537658
1,0.421308057168844
1,0.327384203463446
1,0.338081446460528
1,0.318435933432042
1,0.460402362182528
1,0.35272303971712
1,0.436389164689963
1,0.450253456811438
1,0.333521339481706
1,0.390043335117731
1,0.332794217647056
1,0.353905922306076
1,0.380363244630132
1,0.456980187646408
1,0.376159347917636
1,0.411352045719603
1,0.364891149708384
1,0.347240021650798
1,0.352828815455766
1,0.318201295357362
1,0.355779944393085
1,0.299205194168245
1,0.313020146981998
1,0.460151045198025
1,0.335101663355317
1,0.445587524811231
1,0.405545268478797
1,0.415750057899082
1,0.384504262453788
1,0.378082393544332
1,0.414461048941327
1,0.277430163912726
1,0.400610041819071
1,0.478426439414257
1,0.334544648989741
1,0.384878159636813
1,0.42707151685034
1,0.399000024719697
1,0.369501347322014
1,0.395470611023121
1,0.426564523304798
1,0.489784993733508
1,0.396313347387185
1,0.39529787368145
1,0.410406782853563
1,0.390285870501081
1,0.370461923842846
1,0.36254513945714
1,0.416178018163102
1,0.343852005522557
1,0.449060700475059
1,0.38620418265549
1,0.371286276365275
1,0.468621531292563
1,0.404412128496716
1,0.392255268380083
1,0.408736762827289
1,0.404569520967321
1,0.38333861771067
1,0.381927859372489
1,0.405723255047612
1,0.326678367188343
1,0.402107343465325
1,0.33100400957359
1,0.365158520959142
1,0.27882931074047
1,0.404653264828411
1,0.336102879198961
1,0.483546083762398
1,0.258770554519344
1,0.314816793496568
1,0.369045542666036
1,0.416227146903012
1,0.344635644703722
1,0.373285418864064
1,0.382313269270192
1,0.42226720366358
1,0.316483214093033
1,0.400365113425735
1,0.397532798268799
1,0.43087731744064
1,0.458575106790633
1,0.385902922299238
1,0.275506900646093
1,0.366343879480816
1,0.370023901216868
1,0.373700231940347
1,0.345277676265681
1,0.365112624591831
1,0.32111453555617
1,0.431827567759221
1,0.338621065879963
1,0.438002930517627
1,0.358661949368369
1,0.368343072431784
1,0.360594432184122
1,0.399544473231373
1,0.419605642846726
1,0.34276629250661
1,0.448907640131516
1,0.387028345012752
1,0.342161250740652
1,0.383938616485537
1,0.461100311014079
1,0.422925073269155
1,0.465963147639165
1,0.423079678101345
1,0.418457168857053
1,0.514369857021066
1,0.416783816827959
1,0.361610791665846
1,0.419977734277957
1,0.340453754773648
1,0.347974029300815
1,0.423682587853094
1,0.40739993134612
1,0.421316966396887
1,0.376433903993792
1,0.426409816655429
1,0.375687939523893
1,0.456157319365424
1,0.396811124425859
1,0.388050895135564
1,0.383381491808514
1,0.389160182884041
1,0.388711302530496
1,0.327843690611772
1,0.38251352732869
1,0.379039088065653
1,0.384528204730074
1,0.314097319000432
1,0.360712238727196
1,0.359855076427685
1,0.419284539910827
1,0.200410557064288
1,0.371869734739391
1,0.368439134552951
1,0.349249404909671
1,0.368601468116943
1,0.404581496639509
1,0.417750838009766
1,0.383165929143182
1,0.354266939588499
1,0.45384094957334
1,0.440074824087816
1,0.440127639186748
1,0.356406346568456
1,0.387533253330446
1,0.419805822051025
1,0.36044967178583
1,0.376789389492977
1,0.345635115167831
1,0.416798441057225
1,0.353539799456215
1,0.3352180692007
1,0.473198252101945
1,0.435002429694045
1,0.498630946277913
1,0.368571040171211
1,0.385725401649978
1,0.397924481264191
1,0.406083019323447
1,0.400894552554838
1,0.391771237828465
1,0.382979870977408
1,0.389301679266445
1,0.421802387240327
1,0.428995480217928
1,0.281436003567357
1,0.387639536318929
1,0.429669071172619
1,0.371432892034505
1,0.357500140482934
1,0.335903738285062
1,0.330184985814043
1,0.379088048693014
1,0.444329813661142
1,0.443442181747329
1,0.445516247597553
1,0.466197929357016
1,0.399500177130584
1,0.376949242586178
1,0.337765606645199
1,0.457912207715481
1,0.339809741622894
1,0.378286475723996
1,0.427180652399755
1,0.375778712926348
1,0.404049431454467
1,0.395003574258936
1,0.354287048118067
1,0.383362880663078
1,0.456170484273059
1,0.387070704746861
1,0.430588142543293
1,0.305447392947265
1,0.372640089415995
1,0.437284891455292
1,0.41842178605755
1,0.369083745007949
1,0.371648425795883
1,0.299516481275035
1,0.477912849880617
1,0.364720201973256
1,0.390335603824674
1,0.381226401736022
1,0.298799366775967
1,0.429949428620809
1,0.35242650495654
1,0.384069048087071
1,0.430917697212401
1,0.386391425577315
1,0.348421401348354
1,0.499952795046291
1,0.304158427534631
1,0.340290783625157
1,0.40975369340817
1,0.323082531665285
1,0.41090364587712
1,0.423770429587371
1,0.403381438567251
1,0.410575941656795
1,0.369037457495338
1,0.400809714823694
1,0.417335591003216
1,0.357580759454692
1,0.406871087576775
1,0.33369524921531
1,0.376927959399694
1,0.376789895933257
1,0.485208696119216
1,0.449653066179245
1,0.366610770524048
1,0.4483233543925
1,0.471592088882744
1,0.377600183064878
1,0.39204090700791
1,0.393613044434069
1,0.37101254119947
1,0.431656284031483
1,0.368609150850098
1,0.381039232126071
1,0.380437375348542
1,0.437578617404725
1,0.427279189121713
1,0.34355643020178
1,0.467878271488026
1,0.327413498830666
1,0.39116241090894
1,0.456986385582724
1,0.435389441779819
1,0.462750300144393
1,0.459864612589072
1,0.389740400970773
1,0.373617195095797
1,0.399323030955216
1,0.366622404502841
1,0.384254128302089
1,0.356995119901022
1,0.377116126018684
1,0.519958156104543
1,0.314315602206726
1,0.374217356075206
1,0.415397962178062
1,0.470689898703689
1,0.439251790190951
1,0.353951814859542
1,0.335705874068424
1,0.443308002662022
1,0.406368704916119
1,0.460317446334379
1,0.351277594421148
1,0.440980721496395
1,0.410745067138265
1,0.323458902268406
1,0.383735818265428
1,0.405917189005137
1,0.446750013913714
1,0.340216753862663
1,0.406368293574772
1,0.353382120534228
1,0.340254331046381
1,0.341786385411112
1,0.381668588582414
1,0.466203669933329
1,0.386554223306533
1,0.417939451755039
1,0.351848233065255
1,0.3856150091896
1,0.367956768909103
1,0.40312612418051
1,0.408711822531771
1,0.299726840445892
1,0.468087338499544
1,0.374159878055934
1,0.409054168982415
1,0.448708629701109
1,0.405499989183738
1,0.381237033339218
1,0.430408662883309
1,0.361662499711265
1,0.401000157135073
1,0.389339332388929
1,0.370426131842535
1,0.380706570492968
1,0.451942038896334
1,0.361483891528778
1,0.384523101618136
1,0.372014990802775
1,0.372294343764096
1,0.326332367226463
1,0.400110377761237
1,0.367394681912884
1,0.364155027727584
1,0.358459781276082
1,0.392928048652102
1,0.312708887090352
1,0.36324805599395
1,0.392230787990272
1,0.375021603042612
1,0.368372761608214
1,0.308774228276754
1,0.420467387952996
1,0.304635524486351
1,0.317186785286374
1,0.391463225687509
1,0.39627926277732
1,0.354217267196233
1,0.395357137670814
1,0.378754778281248
1,0.393357386130049
1,0.403460074112346
1,0.399123520025839
1,0.387927855593759
1,0.401435925668373
1,0.432915534216363
1,0.352773635720283
1,0.37224241487894
1,0.426090771346132
1,0.357614243177615
1,0.399027985173881
1,0.394188848594581
1,0.424289215405679
1,0.359893724568977
1,0.408343425116961
1,0.388599632098781
1,0.443293524100291
1,0.319709979979457
1,0.44664295797979
1,0.368061066882298
1,0.426704112762991
1,0.337239821806833
1,0.39358822417325
1,0.367297178057875
1,0.393810599073021
1,0.383930285449132
1,0.42362882751064
1,0.414496488377154
1,0.311213734067998
1,0.379392676508985
1,0.414259827433774
1,0.473111454878783
1,0.376313220418091
1,0.378308711034258
1,0.405804748909574
1,0.382054929085754
1,0.369320450160409
1,0.392304955207393
1,0.323128317863805
1,0.388068363546353
1,0.355606812970798
1,0.361397016869567
1,0.314831902836865
1,0.358400703290251
