q,fd
1,-0.261829065151218
1,-0.323526713544624
1,-0.310142898609321
1,-0.227852158898465
1,-0.293454765822354
1,-0.254654853983233
1,-0.255356950971091
1,-0.358041083247166
1,-0.39156572096266
1,-0.268033084405587
1,-0.324466055392634
1,-0.277301242862187
1,-0.289790643242512
1,-0.274365848676624
1,-0.298672609687024
1,-0.287092738998737
1,-0.235944184416553
1,-0.29370406783999
1,-0.288678176434594
1,-0.287876427439528
1,-0.261589979452502
1,-0.235094854904062
1,-0.285909506605307
1,-0.306768025146255
1,-0.294353353702675
1,-0.261185469343864
1,-0.267079283221342
1,-0.216321470879208
1,-0.368887929451361
1,-0.308906760525673
1,-0.284274946778282
1,-0.328644769700219
1,-0.261104536675582
1,-0.333608263434584
1,-0.287677209653644
1,-0.273475626431619
1,-0.177474776957055
1,-0.322225414591308
1,-0.234973157901663
1,-0.327774775435017
1,-0.238390383791817
1,-0.313921697012347
1,-0.297602101547405
1,-0.214545222478279
1,-0.309084791528761
1,-0.294593333757597
1,-0.2147883577803
1,-0.333522600073053
1,-0.317960976672083
1,-0.353303555518217
1,-0.261185897184056
1,-0.259343962506819
1,-0.382539290814471
1,-0.244344853830434
1,-0.31090819050744
1,-0.256600203541332
1,-0.250710139633661
1,-0.222950853198483
1,-0.339752436208364
1,-0.377739595227204
1,-0.235517963150848
1,-0.244203895986701
1,-0.335083314358393
1,-0.234091918354146
1,-0.27693029000244
1,-0.19566470438857
1,-0.235876221025812
1,-0.326635650746724
1,-0.303672537383306
1,-0.236249433396559
1,-0.225659139367949
1,-0.327286358614543
1,-0.294457725454798
1,-0.326242000481315
1,-0.203139830078136
1,-0.232714677981029
1,-0.382121411456687
1,-0.244817557378745
1,-0.302966958934178
1,-0.224876238716789
1,-0.245724365978923
1,-0.24894622035206
1,-0.33979254995679
1,-0.339268996508643
1,-0.219247097348664
1,-0.204919159740555
1,-0.302304477894722
1,-0.184073522563125
1,-0.263998243630901
1,-0.304296704852277
1,-0.314157937496901
1,-0.25143031612167
1,-0.222925380626371
1,-0.275750917518025
1,-0.296575317930092
1,-0.322629671966688
1,-0.332614104578965
1,-0.266929561208755
1,-0.264814696009886
1,-0.327353456705566
1,-0.325191727868003
1,-0.301293864247171
1,-0.267776320656068
1,-0.219479326322002
1,-0.263269510444999
1,-0.291218511059448
1,-0.305834719505093
1,-0.322025909600669
1,-0.291539000003205
1,-0.293766849241131
1,-0.286167170296515
1,-0.280829759300083
1,-0.245012070322012
1,-0.298319012207358
1,-0.308246116969578
1,-0.287488619032771
1,-0.346885928869433
1,-0.321319266860115
1,-0.284740867774701
1,-0.31218760356014
1,-0.255055949486341
1,-0.260174980875739
1,-0.264424246933181
1,-0.22594064423447
1,-0.253982822029272
1,-0.296657581941027
1,-0.306369577011601
1,-0.236210272287941
1,-0.245815061011776
1,-0.273088507416496
1,-0.380890764919812
1,-0.252843916987437
1,-0.274121578047293
1,-0.319380210933772
1,-0.307383942608588
1,-0.276785590772363
1,-0.313866538473562
1,-0.304263559902843
1,-0.361749148375651
1,-0.252225071313205
1,-0.246518835957623
1,-0.205935733250598
1,-0.319606132131909
1,-0.350607459086611
1,-0.23710014563013
1,-0.281179264181901
1,-0.261169086159129
1,-0.285975185197671
1,-0.215780568861781
1,-0.24463005492477
1,-0.332206250344392
1,-0.325702072856188
1,-0.191694580147633
1,-0.271521925133001
1,-0.220126022381848
1,-0.353796886990338
1,-0.407764495007825
1,-0.195904638418391
1,-0.270245076709102
1,-0.374289410607517
1,-0.294033886881685
1,-0.25173448992593
1,-0.360461747963711
1,-0.358447145471253
1,-0.288879168393571
1,-0.252410820825403
1,-0.333514325972338
1,-0.207167628541789
1,-0.367811860599254
1,-0.384409824756091
1,-0.282870410871489
1,-0.255662783798385
1,-0.24618036486531
1,-0.341244448958683
1,-0.247964832351713
1,-0.238935745483005
1,-0.259937243866915
1,-0.276736827565188
1,-0.234740601490586
1,-0.215551617140349
1,-0.35354983963785
1,-0.184000853852901
1,-0.308851985732417
1,-0.303935623236136
1,-0.382543427183151
1,-0.246854836666458
1,-0.302028984161296
1,-0.276290306043855
1,-0.328412224119226
1,-0.314064579191822
1,-0.230060695833679
1,-0.270578360124347
1,-0.274568912222975
1,-0.274153088461702
1,-0.27674589441088
1,-0.221745199174073
1,-0.221500150525273
1,-0.34803330146034
1,-0.276891513409197
1,-0.320118784717003
1,-0.252137377497952
1,-0.260260259819127
1,-0.243443761073408
1,-0.24359692928256
1,-0.277603213866378
1,-0.321055684436736
1,-0.284868759848202
1,-0.242942329513724
1,-0.193705366141394
1,-0.204730826215744
1,-0.302022968575166
1,-0.350711445419115
1,-0.348917473227743
1,-0.265552401933697
1,-0.314708783244427
1,-0.308162366853722
1,-0.27267321354536
1,-0.334951621148726
1,-0.381566908363951
1,-0.260026115376149
1,-0.324699205176948
1,-0.356015633231294
1,-0.204933328552947
1,-0.359175242363087
1,-0.331422638975177
1,-0.293957176606213
1,-0.306354939126294
1,-0.290280835598182
1,-0.313574679759299
1,-0.298314467438168
1,-0.210527301965797
